,word,count_n,corpos_N
14709,hermits,3,10601584
14710,enlarge,33,10601584
14711,sack,90,10601584
14712,fabulous,39,10601584
14713,collections,34,10601584
14714,scraps,79,10601584
14715,stamps,28,10601584
14716,exuberant,34,10601584
14717,mundane,14,10601584
14718,sneak,35,10601584
14719,prosaic,51,10601584
14720,colouring,76,10601584
14721,descend,173,10601584
14722,transacted,20,10601584
14723,collapsed,78,10601584
14724,recriminations,4,10601584
14725,incompetency,4,10601584
14726,scandalous,42,10601584
14727,jubilant,16,10601584
14728,virago,13,10601584
14729,caretaker,19,10601584
14730,eloped,15,10601584
14731,gare,9,10601584
14732,grumpily,1,10601584
14733,wagging,26,10601584
14734,wiser,155,10601584
14735,unamiably,3,10601584
14736,jane,233,10601584
14737,exploiting,2,10601584
14738,shamelessly,16,10601584
14739,mentions,30,10601584
14740,journalists,15,10601584
14741,elder,318,10601584
14742,impenetrability,4,10601584
14743,scouting,6,10601584
14744,conventionally,14,10601584
14745,byplay,1,10601584
14746,surgeons,22,10601584
14747,sling,48,10601584
14748,provençal,6,10601584
14749,nightmarish,4,10601584
14750,conclusions,128,10601584
14751,preternatural,16,10601584
14752,contradictory,45,10601584
14753,telegraphed,36,10601584
14754,duel,109,10601584
14755,keepsake,6,10601584
14756,pedant,12,10601584
14757,shames,11,10601584
14758,flinching,14,10601584
14759,stormy,101,10601584
14760,thule,3,10601584
14761,fyne,598,10601584
14762,powell,379,10601584
14763,anthony,561,10601584
14764,barral,236,10601584
14765,marlow,115,10601584
14766,smith,166,10601584
14767,governess,229,10601584
14768,fynes,52,10601584
14769,poop,124,10601584
14770,papa,587,10601584
14771,roderick,36,10601584
14772,thrift,46,10601584
14773,charley,266,10601584
14774,brighton,30,10601584
14775,jail,110,10601584
14776,convict,62,10601584
14777,porch,208,10601584
14778,docks,35,10601584
14779,remembering,208,10601584
14780,carleon,10,10601584
14781,flare,71,10601584
14782,tramp,137,10601584
14783,unabashed,21,10601584
14784,florrie,9,10601584
14785,cake,171,10601584
14786,magnanimity,43,10601584
14787,troubles,353,10601584
14788,jailer,34,10601584
14789,charles,935,10601584
14790,orphan,184,10601584
14791,priory,14,10601584
14792,mrs,2588,10601584
14793,duplicity,31,10601584
14794,guilt,173,10601584
14795,apoplectic,15,10601584
14796,lesson,275,10601584
14797,basement,41,10601584
14798,unlucky,97,10601584
14799,brick,183,10601584
14800,cruelly,116,10601584
14801,liverpool,122,10601584
14802,holidays,123,10601584
14803,parlour,355,10601584
14804,unscrupulous,50,10601584
14805,boatswain,109,10601584
14806,deposits,16,10601584
14807,infatuation,44,10601584
14808,lap,254,10601584
14809,nephew,292,10601584
14810,unfair,65,10601584
14811,resentful,49,10601584
14812,inexpressive,30,10601584
14813,demure,32,10601584
14814,spying,45,10601584
14815,reflective,49,10601584
14816,gates,301,10601584
14817,luggage,191,10601584
14818,ted,10,10601584
14819,lane,370,10601584
14820,neutral,39,10601584
14821,retreated,130,10601584
14822,brink,109,10601584
14823,lamplight,41,10601584
14824,doubtfully,87,10601584
14825,existences,25,10601584
14826,sceptre,34,10601584
14827,park,629,10601584
14828,ducal,26,10601584
14829,advertising,34,10601584
14830,obstinacy,106,10601584
14831,pressman,5,10601584
14832,colourless,86,10601584
14833,helpful,64,10601584
14834,soothing,187,10601584
14835,alterations,39,10601584
14836,gent,232,10601584
14837,katherine,47,10601584
14838,doorkeeper,12,10601584
14839,loafers,13,10601584
14840,blinking,80,10601584
14841,irresolute,52,10601584
14842,penal,25,10601584
14843,misapprehension,14,10601584
14844,confoundedly,16,10601584
14845,unfriendly,40,10601584
14846,pal,29,10601584
14847,soldier,442,10601584
14848,lingering,190,10601584
14849,obligations,103,10601584
14850,imaginative,67,10601584
14851,revived,164,10601584
14852,portentously,27,10601584
14853,butter,178,10601584
14854,hedge,141,10601584
14855,unused,54,10601584
14856,evanescent,20,10601584
14857,elopement,19,10601584
14858,preposterous,84,10601584
14859,snorted,44,10601584
14860,antagonism,51,10601584
14861,disappear,133,10601584
14862,feminist,24,10601584
14863,naive,40,10601584
14864,pretences,30,10601584
14865,immensity,65,10601584
14866,callousness,13,10601584
14867,femininity,18,10601584
14868,jeering,48,10601584
14869,weightily,4,10601584
14870,despised,215,10601584
14871,exchanging,87,10601584
14872,exaggerate,60,10601584
14873,depositors,5,10601584
14874,derisive,48,10601584
14875,unforeseen,47,10601584
14876,thoroughness,18,10601584
14877,rammed,18,10601584
14878,merciful,108,10601584
14879,artless,81,10601584
14880,approving,36,10601584
14881,sagacious,43,10601584
14882,inarticulate,88,10601584
14883,nieces,39,10601584
14884,elms,63,10601584
14885,quivering,225,10601584
14886,cot,38,10601584
14887,marital,14,10601584
14888,idiotic,72,10601584
14889,rectitude,31,10601584
14890,roadway,53,10601584
14891,parasol,84,10601584
14892,conversational,37,10601584
14893,deepest,191,10601584
14894,impressively,38,10601584
14895,exulting,34,10601584
14896,judicious,59,10601584
14897,hansom,106,10601584
14898,resented,98,10601584
14899,pilot,45,10601584
14900,aggrieved,33,10601584
14901,helmsman,27,10601584
14902,poker,74,10601584
14903,bookcase,44,10601584
14904,renunciation,76,10601584
14905,coil,44,10601584
14906,bulkhead,8,10601584
14907,armida,4,10601584
14908,jonah,34,10601584
14909,thames,60,10601584
14910,gardens,357,10601584
14911,socrates,12,10601584
14912,slinking,22,10601584
14913,comforted,123,10601584
14914,hospital,279,10601584
14915,unconcerned,32,10601584
14916,verify,28,10601584
14917,freshly,56,10601584
14918,mutters,14,10601584
14919,survived,77,10601584
14920,warehouses,31,10601584
14921,hallo,41,10601584
14922,confided,130,10601584
14923,gangway,39,10601584
14924,frowned,163,10601584
14925,exacting,66,10601584
14926,composite,14,10601584
14927,tramping,33,10601584
14928,stile,33,10601584
14929,sublunary,5,10601584
14930,clandestinely,12,10601584
14931,perverse,88,10601584
14932,unsmiling,11,10601584
14933,befriend,13,10601584
14934,rural,76,10601584
14935,affirm,34,10601584
14936,inexpressibly,51,10601584
14937,aggressive,49,10601584
14938,bark,147,10601584
14939,regardless,65,10601584
14940,expressively,20,10601584
14941,reveries,44,10601584
14942,naively,14,10601584
14943,cautiousness,5,10601584
14944,incalculable,62,10601584
14945,courting,29,10601584
14946,wrung,128,10601584
14947,pacify,24,10601584
14948,meanest,41,10601584
14949,unadorned,11,10601584
14950,bankruptcy,26,10601584
14951,factory,250,10601584
14952,sustaining,42,10601584
14953,unobtrusive,31,10601584
14954,brutality,61,10601584
14955,preconceived,14,10601584
14956,rumbling,70,10601584
14957,revelations,50,10601584
14958,arrogance,52,10601584
14959,exclusiveness,9,10601584
14960,simpler,63,10601584
14961,intuitive,32,10601584
14962,irrelevancy,3,10601584
14963,scamp,29,10601584
14964,adventuress,9,10601584
14965,consecutive,16,10601584
14966,luxurious,114,10601584
14967,forcible,36,10601584
14968,amounts,67,10601584
14969,cheque,92,10601584
14970,unseeing,31,10601584
14971,demonstrative,34,10601584
14972,brim,67,10601584
14973,deserved,162,10601584
14974,comical,71,10601584
14975,placidity,21,10601584
14976,momentous,78,10601584
14977,physiognomist,11,10601584
14978,praiseworthy,28,10601584
14979,mistrusted,34,10601584
14980,stonily,12,10601584
14981,disillusioned,23,10601584
14982,romping,26,10601584
14983,tiff,403,10601584
14984,auntie,36,10601584
14985,palpable,53,10601584
14986,annoyance,172,10601584
14987,tryst,20,10601584
14988,bournemouth,21,10601584
14989,mockingly,31,10601584
14990,trimmed,69,10601584
14991,impressionable,29,10601584
14992,untimely,28,10601584
14993,articulate,59,10601584
14994,curbstone,12,10601584
14995,zoe,3,10601584
14996,wrangling,23,10601584
14997,remorseful,27,10601584
14998,creeks,16,10601584
14999,essex,23,10601584
15000,barn,122,10601584
15001,straightforward,66,10601584
15002,loading,25,10601584
15003,glitter,103,10601584
15004,carpenter,75,10601584
15005,fairness,46,10601584
15006,situations,74,10601584
15007,phoo,6,10601584
15008,mizzen,10,10601584
15009,saddest,30,10601584
15010,registry,9,10601584
15011,unrestful,10,10601584
15012,doctored,6,10601584
15013,haul,45,10601584
15014,cheerless,27,10601584
15015,yachtsman,3,10601584
15016,turtle,23,10601584
15017,youngsters,33,10601584
15018,mint,24,10601584
15019,cabstand,2,10601584
15020,squatting,67,10601584
15021,qualifying,8,10601584
15022,grabbing,13,10601584
15023,shipmate,7,10601584
15024,craved,46,10601584
15025,vigorous,162,10601584
15026,overweening,11,10601584
15027,railings,38,10601584
15028,pub,29,10601584
15029,conqueror,33,10601584
15030,bracket,13,10601584
15031,namesake,13,10601584
15032,premises,136,10601584
15033,captivity,37,10601584
15034,pension,69,10601584
15035,romp,11,10601584
15036,sour,68,10601584
15037,unwrinkled,6,10601584
15038,lectured,18,10601584
15039,sturdily,31,10601584
15040,swindling,7,10601584
15041,foresight,38,10601584
15042,colleague,64,10601584
15043,symons,2,10601584
15044,closes,36,10601584
15045,outhouse,11,10601584
15046,mislaid,13,10601584
15047,inestimable,30,10601584
15048,mediocrity,35,10601584
15049,decline,134,10601584
15050,valid,32,10601584
15051,parcels,41,10601584
15052,shunned,20,10601584
15053,glowered,20,10601584
15054,uninhabited,21,10601584
15055,defiantly,50,10601584
15056,twig,30,10601584
15057,towering,74,10601584
15058,pit,112,10601584
15059,bulkheads,2,10601584
15060,bundled,30,10601584
15061,define,68,10601584
15062,claims,158,10601584
15063,evaded,34,10601584
15064,organs,36,10601584
15065,vanities,34,10601584
15066,rebellious,65,10601584
15067,retrospective,20,10601584
15068,footpaths,11,10601584
15069,hedges,69,10601584
15070,seaside,30,10601584
15071,evolution,44,10601584
15072,figuratively,16,10601584
15073,bondage,59,10601584
15074,selfishness,122,10601584
15075,unexciting,3,10601584
15076,cruises,4,10601584
15077,entrusted,81,10601584
15078,vivacious,41,10601584
15079,blanched,44,10601584
15080,fences,48,10601584
15081,boyhood,57,10601584
15082,unmistakable,86,10601584
15083,rear,208,10601584
15084,reappear,39,10601584
15085,warms,17,10601584
15086,littleness,17,10601584
15087,fussing,15,10601584
15088,beacon,24,10601584
15089,invariable,34,10601584
15090,bills,183,10601584
15091,ponds,28,10601584
15092,slumbering,65,10601584
15093,ditch,94,10601584
15094,dug,85,10601584
15095,minx,17,10601584
15096,whimsically,24,10601584
15097,plastered,26,10601584
15098,shed,383,10601584
15099,disdainful,54,10601584
15100,thankfulness,34,10601584
15101,quarrels,54,10601584
15102,crudely,25,10601584
15103,unshaded,10,10601584
15104,entertain,140,10601584
15105,pervading,17,10601584
15106,tirade,22,10601584
15107,inconsiderate,25,10601584
15108,enlighten,55,10601584
15109,predestined,23,10601584
15110,tyranny,94,10601584
15111,baseness,54,10601584
15112,endorsing,5,10601584
15113,fullest,62,10601584
15114,confronted,141,10601584
15115,bespangled,4,10601584
15116,guile,17,10601584
15117,protests,39,10601584
15118,slumbers,31,10601584
15119,dreamless,11,10601584
15120,guileless,36,10601584
15121,enterprises,34,10601584
15122,accompaniment,73,10601584
15123,sepulchral,34,10601584
15124,dejected,73,10601584
15125,unerring,26,10601584
15126,pedestrianism,4,10601584
15127,compendious,4,10601584
15128,claustration,2,10601584
15129,elope,7,10601584
15130,explanatory,31,10601584
15131,mausoleum,11,10601584
15132,deposit,55,10601584
15133,salary,157,10601584
15134,unassuming,22,10601584
15135,ambitions,86,10601584
15136,packed,187,10601584
15137,undefiled,10,10601584
15138,gossiping,36,10601584
15139,exemplary,44,10601584
15140,blinds,96,10601584
15141,interrogatively,27,10601584
15142,shirked,19,10601584
15143,satin,125,10601584
15144,cameo,10,10601584
15145,discoloured,34,10601584
15146,polish,100,10601584
15147,advertisements,49,10601584
15148,vauxhall,12,10601584
15149,frittered,3,10601584
15150,palaces,52,10601584
15151,tendered,21,10601584
15152,unimaginative,10,10601584
15153,prosecuting,16,10601584
15154,payment,110,10601584
15155,labrador,15,10601584
15156,cumulative,13,10601584
15157,reporters,23,10601584
15158,diffident,36,10601584
15159,prosecution,45,10601584
15160,questioning,150,10601584
15161,savings,53,10601584
15162,desirable,158,10601584
15163,deducted,8,10601584
15164,dailies,8,10601584
15165,stifling,89,10601584
15166,edifying,37,10601584
15167,retribution,27,10601584
15168,overtaking,17,10601584
15169,chum,24,10601584
15170,perplexities,46,10601584
15171,transcendental,12,10601584
15172,muse,80,10601584
15173,comely,43,10601584
15174,gentlemanly,45,10601584
15175,unselfish,68,10601584
15176,aspirations,115,10601584
15177,encased,23,10601584
15178,polly,65,10601584
15179,hatching,9,10601584
15180,perfidious,16,10601584
15181,eventually,126,10601584
15182,weekly,69,10601584
15183,defeat,142,10601584
15184,conspiracies,15,10601584
15185,subservient,14,10601584
15186,assets,9,10601584
15187,humdrum,16,10601584
15188,defending,63,10601584
15189,unguarded,28,10601584
15190,cataclysm,13,10601584
15191,rumour,79,10601584
15192,birthday,105,10601584
15193,bowler,34,10601584
15194,snubbed,28,10601584
15195,reserves,34,10601584
15196,unimportant,43,10601584
15197,theoretical,15,10601584
15198,libertinage,3,10601584
15199,sneering,45,10601584
15200,ungovernable,27,10601584
15201,training,151,10601584
15202,flaming,89,10601584
15203,sprinkled,59,10601584
15204,regretting,42,10601584
15205,appreciating,23,10601584
15206,eliza,29,10601584
15207,outcasts,23,10601584
15208,purport,32,10601584
15209,feelingly,20,10601584
15210,stolid,45,10601584
15211,unfinished,80,10601584
15212,hoard,25,10601584
15213,lavishness,7,10601584
15214,cashed,10,10601584
15215,preceded,100,10601584
15216,pinafore,13,10601584
15217,bar,364,10601584
15218,brushing,100,10601584
15219,sobbing,174,10601584
15220,gasping,89,10601584
15221,couples,99,10601584
15222,knocker,25,10601584
15223,circumscribed,12,10601584
15224,theorist,8,10601584
15225,joints,39,10601584
15226,regards,226,10601584
15227,complication,54,10601584
15228,etc,103,10601584
15229,punctually,41,10601584
15230,reticences,5,10601584
15231,ungraciously,4,10601584
15232,eatable,5,10601584
15233,undeserved,14,10601584
15234,apologize,60,10601584
15235,endear,6,10601584
15236,excuses,91,10601584
15237,sobs,234,10601584
15238,flee,76,10601584
15239,assuring,63,10601584
15240,brava,4,10601584
15241,yapping,15,10601584
15242,hoping,231,10601584
15243,teapot,52,10601584
15244,dictated,63,10601584
15245,overwhelmingly,16,10601584
15246,remotest,36,10601584
15247,mediocre,23,10601584
15248,blushes,44,10601584
15249,blush,242,10601584
15250,misadventures,7,10601584
15251,criticism,185,10601584
15252,teasing,48,10601584
15253,pierced,106,10601584
15254,truant,9,10601584
15255,puzzling,81,10601584
15256,discuss,213,10601584
15257,abusive,15,10601584
15258,detaching,18,10601584
15259,influences,155,10601584
15260,boyish,97,10601584
15261,baby,774,10601584
15262,garret,57,10601584
15263,sakes,34,10601584
15264,ingratitude,60,10601584
15265,daunt,6,10601584
15266,insistently,43,10601584
15267,teaspoon,12,10601584
15268,decisively,35,10601584
15269,arrest,219,10601584
15270,fatuously,6,10601584
15271,grumpy,5,10601584
15272,offensively,10,10601584
15273,dependence,63,10601584
15274,wounding,28,10601584
15275,attracting,39,10601584
15276,driver,290,10601584
15277,fold,104,10601584
15278,battered,103,10601584
15279,sip,34,10601584
15280,enlisted,25,10601584
15281,impulsive,70,10601584
15282,disgraceful,82,10601584
15283,pitiless,54,10601584
15284,fated,36,10601584
15285,decidedly,219,10601584
15286,pianist,16,10601584
15287,function,109,10601584
15288,haunt,72,10601584
15289,privately,103,10601584
15290,hurriedly,258,10601584
15291,unspoken,49,10601584
15292,conquering,35,10601584
15293,stewardess,49,10601584
15294,inwardness,8,10601584
15295,dismissal,75,10601584
15296,avidity,37,10601584
15297,incontrovertible,12,10601584
15298,moody,57,10601584
15299,heroism,93,10601584
15300,hereditary,74,10601584
15301,primed,11,10601584
15302,scar,35,10601584
15303,dole,21,10601584
15304,annexed,7,10601584
15305,figurative,28,10601584
15306,release,116,10601584
15307,progressing,20,10601584
15308,morbidly,14,10601584
15309,trifler,11,10601584
15310,estrange,7,10601584
15311,flustered,23,10601584
15312,conclusive,52,10601584
15313,thoroughfares,35,10601584
15314,conceivably,18,10601584
15315,eclipse,32,10601584
15316,awkwardness,96,10601584
15317,junction,36,10601584
15318,bounds,139,10601584
