,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,F_name,M_name,name_match
292,PG7248,,"A Connecticut Yankee in King Arthur's Court, Part 7.","Twain, Mark",1835.0,1910.0,['en'],18,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q848612,Q7245,Mark Twain,empty,100
303,PG7249,,"A Connecticut Yankee in King Arthur's Court, Part 8.","Twain, Mark",1835.0,1910.0,['en'],21,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q848612,Q7245,Mark Twain,empty,100
314,PG7250,,"A Connecticut Yankee in King Arthur's Court, Part 9.","Twain, Mark",1835.0,1910.0,['en'],24,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q848612,Q7245,Mark Twain,empty,100
325,PG86,,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",1835.0,1910.0,['en'],3011,"{'Britons -- Fiction', 'Satire', 'Time travel -- Fiction', 'Kings and rulers -- Fiction', 'Knights and knighthood -- Fiction', 'Fantasy fiction', 'Arthurian romances -- Adaptations', 'Americans -- Great Britain -- Fiction'}",,A Connecticut Yankee in King Arthur's Court,Twain,http://www.wikidata.org/entity/Q848612,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q848612,Q7245,Mark Twain,empty,100
336,PG7256,,The Gift of the Magi,"Henry, O.",1862.0,1910.0,['en'],1963,"{'Short stories', 'Christmas stories', 'Gifts -- Fiction'}",,The Gift of the Magi,Henry,http://www.wikidata.org/entity/Q1168338,http://www.wikidata.org/entity/Q172788,1862.0,O. Henry,Q1168338,Q172788,O. Henry,empty,100
337,PG7276,,"Hamlet, Prinz von Dännemark","Shakespeare, William",1564.0,1616.0,['de'],85,"{'Denmark -- Drama', ""Murder victims' families -- Drama"", 'Kings and rulers -- Succession -- Drama', 'Tragedies', 'Princes -- Drama', 'Hamlet (Legendary character) -- Drama', 'Revenge -- Drama', 'Fathers -- Death -- Drama'}",,Hamlet,Shakespeare,http://www.wikidata.org/entity/Q109407787,http://www.wikidata.org/entity/Q692,1564.0,William Shakespeare,Q109407787,Q692,William Shakespeare,empty,100
339,PG7281,,Tom Cringle's Log,"Scott, Michael",1789.0,1835.0,['en'],49,"{'Napoleonic Wars, 1800-1815 -- Fiction'}",,Tom Cringle's Log,Scott,http://www.wikidata.org/entity/Q124090887,http://www.wikidata.org/entity/Q6834240,1789.0,Michael Scott,Q124090887,Q6834240,Michael Scott,empty,100
340,PG7298,,William Tell Told Again,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],77,"{'Tell, Wilhelm -- Fiction', 'English wit and humor'}",,William Tell Told Again,Wodehouse,http://www.wikidata.org/entity/Q8019237,http://www.wikidata.org/entity/Q207515,1881.0,P. G. Wodehouse,Q8019237,Q207515,P. G. Wodehouse,Pelham Grenville Wodehouse,100
341,PG7303,,Equality,"Bellamy, Edward",1850.0,1898.0,['en'],91,"{'Utopian fiction', 'Science fiction', 'Socialism -- Fiction', 'Political fiction', 'Utopias -- Fiction'}",,Equality,Bellamy,http://www.wikidata.org/entity/Q5384167,http://www.wikidata.org/entity/Q455776,1850.0,Edward Bellamy,Q5384167,Q455776,Edward Bellamy,empty,100
342,PG7307,,The Precipice,"Goncharov, Ivan Aleksandrovich",1812.0,1891.0,['en'],55,"{'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Love stories'}",,The Precipice,Goncharov,http://www.wikidata.org/entity/Q4329937,http://www.wikidata.org/entity/Q189665,1812.0,Ivan Goncharov,Q4329937,Q189665,Ivan Aleksandrovich Goncharov,empty,65
343,PG730,,Oliver Twist,"Dickens, Charles",1812.0,1870.0,['en'],6785,"{'Kidnapping victims -- Fiction', 'Boys -- Fiction', 'Criminals -- Fiction', 'Orphans -- Fiction', 'Bildungsromans', 'London (England) -- Fiction'}",,Oliver Twist,Dickens,http://www.wikidata.org/entity/Q164974,http://www.wikidata.org/entity/Q5686,1812.0,Charles Dickens,Q164974,Q5686,Charles Dickens,empty,100
345,PG7310,,Mr. Pim Passes By: A Comedy in Three Acts,"Milne, A. A. (Alan Alexander)",1882.0,1956.0,['en'],68,{'English drama -- 20th century'},,Mr. Pim Passes By,Milne,http://www.wikidata.org/entity/Q29557701,http://www.wikidata.org/entity/Q207036,1882.0,A. A. Milne,Q29557701,Q207036,A. A. Milne,Alan Alexander Milne,100
346,PG7345,,Travels in Alaska,"Muir, John",1838.0,1914.0,['en'],94,"{'Muir, John, 1838-1914 -- Travel -- Alaska', 'Conservationists -- United States -- Biography', 'Alaska -- Description and travel', 'Naturalists -- United States -- Biography'}",,Travels in Alaska,Muir,http://www.wikidata.org/entity/Q51426521,http://www.wikidata.org/entity/Q379580,1838.0,John Muir,Q51426521,Q379580,John Muir,empty,100
347,PG7359,,Indian Summer,"Howells, William Dean",1837.0,1920.0,['en'],45,"{'Love stories', 'Midlife crisis -- Fiction', 'Americans -- Italy -- Fiction', 'Middle-aged men -- Fiction', 'Italy -- Fiction'}",,Indian Summer,Howells,http://www.wikidata.org/entity/Q16386329,http://www.wikidata.org/entity/Q526709,1837.0,William Dean Howells,Q16386329,Q526709,William Dean Howells,empty,100
349,PG7363,,Master Olof: A Drama in Five Acts,"Strindberg, August",1849.0,1912.0,['en'],22,"{'Historical drama', 'Swedish drama -- Translations into English'}",,Master Olof,Strindberg,http://www.wikidata.org/entity/Q1765367,http://www.wikidata.org/entity/Q7724,1849.0,August Strindberg,Q1765367,Q7724,August Strindberg,empty,100
350,PG7371,,A Sicilian Romance,"Radcliffe, Ann Ward",1764.0,1823.0,['en'],382,"{'Sicily (Italy) -- Fiction', 'Gothic fiction'}",,A Sicilian Romance,Radcliffe,http://www.wikidata.org/entity/Q979649,http://www.wikidata.org/entity/Q231944,1764.0,Ann Radcliffe,Q979649,Q231944,Ann Ward Radcliffe,empty,84
352,PG7372,,"Septimius Felton, or, the Elixir of Life","Hawthorne, Nathaniel",1804.0,1864.0,['en'],36,{'United States -- Social life and customs -- Fiction'},,Septimius Felton,Hawthorne,http://www.wikidata.org/entity/Q16605371,http://www.wikidata.org/entity/Q69339,1804.0,Nathaniel Hawthorne,Q16605371,Q69339,Nathaniel Hawthorne,empty,100
353,PG7381,,The Eustace Diamonds,"Trollope, Anthony",1815.0,1882.0,['en'],106,"{'Socialites -- Fiction', 'Satire', 'Courtship -- Fiction', 'Jewelry theft -- Fiction', 'Poor women -- Fiction', 'Political fiction', 'Palliser, Plantagenet (Fictitious character) -- Fiction', 'London (England) -- Fiction'}",,The Eustace Diamonds,Trollope,http://www.wikidata.org/entity/Q7732627,http://www.wikidata.org/entity/Q318399,1815.0,Anthony Trollope,Q7732627,Q318399,Anthony Trollope,empty,100
354,PG7385,,Old Calabria,"Douglas, Norman",1868.0,1952.0,['en'],148,"{'Douglas, Norman, 1868-1952 -- Travel -- Italy -- Calabria', 'Calabria (Italy) -- Description and travel'}",,Old Calabria,Douglas,http://www.wikidata.org/entity/Q4009165,http://www.wikidata.org/entity/Q1243973,1868.0,Norman Douglas,Q4009165,Q1243973,Norman Douglas,empty,100
355,PG7387,,"Grisly Grisell; Or, The Laidly Lady of Whitburn: A Tale of the Wars of the Roses","Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],19,"{'Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction'}",,Grisly Grisell,Yonge,http://www.wikidata.org/entity/Q111969647,http://www.wikidata.org/entity/Q433098,1823.0,Charlotte Mary Yonge,Q111969647,Q433098,Charlotte M. Yonge,Charlotte Mary Yonge,100
356,PG73,,The Red Badge of Courage: An Episode of the American Civil War,"Crane, Stephen",1871.0,1900.0,['en'],2536,"{'War stories', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Historical fiction', 'Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction', 'Virginia -- History -- Civil War, 1861-1865 -- Fiction'}",,The Red Badge of Courage,Crane,http://www.wikidata.org/entity/Q1219239,http://www.wikidata.org/entity/Q206534,1871.0,Stephen Crane,Q1219239,Q206534,Stephen Crane,empty,100
357,PG7401,,A Crystal Age,"Hudson, W. H. (William Henry)",1841.0,1922.0,['en'],66,"{'Utopias -- Fiction', 'Utopian fiction'}",,A Crystal Age,Hudson,http://www.wikidata.org/entity/Q4656205,http://www.wikidata.org/entity/Q1359140,1841.0,William Henry Hudson,Q4656205,Q1359140,W. H. Hudson,William Henry Hudson,100
358,PG7404,,John James Audubon,"Burroughs, John",1837.0,1921.0,['en'],23,"{'Audubon, John James, 1785-1851', 'Naturalists -- Biography', 'Scientists -- Biography'}",,John James Audubon,Burroughs,http://www.wikidata.org/entity/Q19077595,http://www.wikidata.org/entity/Q938841,1837.0,John Burroughs,Q19077595,Q938841,John Burroughs,empty,100
359,PG7414,,Poor White: A Novel,"Anderson, Sherwood",1876.0,1941.0,['en'],40,"{'Inventors -- Fiction', 'Historical fiction', 'Industrial revolution -- Fiction', 'Middle West -- Fiction'}",,Poor White,Anderson,http://www.wikidata.org/entity/Q16979165,http://www.wikidata.org/entity/Q233898,1876.0,Sherwood Anderson,Q16979165,Q233898,Sherwood Anderson,empty,100
360,PG7416,,The Thirteen,"Balzac, Honoré de",1799.0,1850.0,['en'],86,{'France -- Social life and customs -- 19th century -- Fiction'},,The Thirteen,Balzac,http://www.wikidata.org/entity/Q3137468,http://www.wikidata.org/entity/Q9711,1799.0,Honoré de Balzac,Q3137468,Q9711,Honoré de Balzac,empty,100
361,PG7423,,Mike,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],180,"{'Boarding schools -- Fiction', 'England -- Fiction', 'Humorous stories', 'Cricket -- Fiction', 'Schools -- Fiction'}",,Mike,Wodehouse,http://www.wikidata.org/entity/Q4274818,http://www.wikidata.org/entity/Q207515,1881.0,P. G. Wodehouse,Q4274818,Q207515,P. G. Wodehouse,Pelham Grenville Wodehouse,100
362,PG7433,,The Awkward Age,"James, Henry",1843.0,1916.0,['en'],106,"{'Domestic fiction', 'Young women -- Fiction', 'England -- Fiction', 'Bildungsromans', 'Mothers and daughters -- Fiction'}",,The Awkward Age,James,http://www.wikidata.org/entity/Q3867271,http://www.wikidata.org/entity/Q170509,1843.0,Henry James,Q3867271,Q170509,Henry James,empty,100
363,PG7435,,Springhaven: A Tale of the Great War,"Blackmore, R. D. (Richard Doddridge)",1825.0,1900.0,['en'],37,"{'Great Britain -- History -- Regency, 1800-1837 -- Fiction'}",,Springhaven,Blackmore,http://www.wikidata.org/entity/Q16932611,http://www.wikidata.org/entity/Q3316148,1825.0,Richard Doddridge Blackmore,Q16932611,Q3316148,R. D. Blackmore,Richard Doddridge Blackmore,100
364,PG7437,,A Peep Behind the Scenes,"Walton, O. F., Mrs.",1849.0,1939.0,['en'],38,"{'Conduct of life -- Juvenile fiction', 'Theater -- Juvenile fiction', 'Family problems -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",,A Peep Behind the Scenes,Walton,http://www.wikidata.org/entity/Q19902745,http://www.wikidata.org/entity/Q4749132,1849.0,Amy Catherine Walton,Q19902745,Q4749132,O. F. Walton,empty,50
365,PG7442,,Michel Strogoff: De Moscou a Irkoutsk,"Verne, Jules",1828.0,1905.0,['fr'],62,"{'Heroes -- Fiction', 'Historical fiction', 'Russia -- History -- Alexander II, 1855-1881 -- Fiction', 'Tatars -- Fiction'}",,Michel Strogoff,Verne,http://www.wikidata.org/entity/Q21015221,http://www.wikidata.org/entity/Q33977,1828.0,Jules Verne,Q21015221,Q33977,Jules Verne,empty,100
366,PG7443,,Windy McPherson's Son,"Anderson, Sherwood",1876.0,1941.0,['en'],53,"{'Bildungsromans', 'Young men -- Fiction', 'Fathers and sons -- Fiction'}",,Windy McPherson's Son,Anderson,http://www.wikidata.org/entity/Q8024852,http://www.wikidata.org/entity/Q233898,1876.0,Sherwood Anderson,Q8024852,Q233898,Sherwood Anderson,empty,100
367,PG7452,,Autobiography of a Yogi,"Yogananda, Paramahansa",1893.0,1952.0,['en'],1218,"{'Yogis -- India -- Biography', 'Yogananda, Paramahansa, 1893-1952'}",,Autobiography of a Yogi,Yogananda,http://www.wikidata.org/entity/Q784092,http://www.wikidata.org/entity/Q312549,1893.0,Paramahansa Yogananda,Q784092,Q312549,Paramahansa Yogananda,empty,100
368,PG7461,,Thérèse Raquin,"Zola, Émile",1840.0,1902.0,['fr'],104,"{'Guilt -- Fiction', 'Paris (France) -- Social life and customs -- Fiction', 'Adultery -- Fiction', 'Murder -- Fiction'}",,Thérèse Raquin,Zola,http://www.wikidata.org/entity/Q268545,http://www.wikidata.org/entity/Q504,1840.0,Émile Zola,Q268545,Q504,Émile Zola,empty,100
369,PG7464,,The Adventures of Sally,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],260,"{'Humorous stories', 'New York (N.Y.) -- Fiction', 'Inheritance and succession -- Fiction'}",,The Adventures of Sally,Wodehouse,http://www.wikidata.org/entity/Q4378434,http://www.wikidata.org/entity/Q207515,1881.0,P. G. Wodehouse,Q4378434,Q207515,P. G. Wodehouse,Pelham Grenville Wodehouse,100
370,PG7467,,The Newcomes: Memoirs of a Most Respectable Family,"Thackeray, William Makepeace",1811.0,1863.0,['en'],110,"{'Domestic fiction', 'Families -- England -- Fiction'}",,The Newcomes,Thackeray,http://www.wikidata.org/entity/Q3522018,http://www.wikidata.org/entity/Q167768,1811.0,William Makepeace Thackeray,Q3522018,Q167768,William Makepeace Thackeray,empty,100
371,PG7469,,Daniel Deronda,"Eliot, George",1819.0,1880.0,['en'],801,"{'Zionists -- Fiction', 'Didactic fiction', 'England -- Fiction', 'Jews -- England -- Fiction', 'Jewish fiction'}",,Daniel Deronda,Eliot,http://www.wikidata.org/entity/Q552238,http://www.wikidata.org/entity/Q131333,1819.0,George Eliot,Q552238,Q131333,George Eliot,empty,100
372,PG746,,Burning Daylight,"London, Jack",1876.0,1916.0,['en'],122,"{'Gold mines and mining -- Alaska -- Fiction', 'Women pioneers -- Fiction', 'Bankruptcy -- Fiction', 'Western stories', 'Oakland (Calif.) -- Fiction'}",,Burning Daylight,London,http://www.wikidata.org/entity/Q4127106,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q4127106,Q45765,Jack London,empty,100
374,PG9114,,Burning Daylight,"London, Jack",1876.0,1916.0,['en'],18,"{'Women pioneers -- Fiction', 'Western stories', 'California -- Gold discoveries -- Fiction'}",,Burning Daylight,London,http://www.wikidata.org/entity/Q4127106,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q4127106,Q45765,Jack London,empty,100
376,PG7472,,The Duke of Stockbridge: A Romance of Shays' Rebellion,"Bellamy, Edward",1850.0,1898.0,['en'],33,"{""Shays' Rebellion, 1786-1787 -- Fiction""}",,The Duke of Stockbridge,Bellamy,http://www.wikidata.org/entity/Q19085385,http://www.wikidata.org/entity/Q455776,1850.0,Edward Bellamy,Q19085385,Q455776,Edward Bellamy,empty,100
377,PG7477,,The Book of Wonder,"Dunsany, Lord",1878.0,1957.0,['en'],525,"{'Fantasy fiction, English'}",,The Book of Wonder,Dunsany,http://www.wikidata.org/entity/Q7719322,http://www.wikidata.org/entity/Q458658,1878.0,"Edward Plunkett, 18th Baron of Dunsany",Q7719322,Q458658,Lord Dunsany,empty,40
378,PG7481,,The Three Clerks,"Trollope, Anthony",1815.0,1882.0,['en'],93,"{'Civil service -- Fiction', 'London (England) -- Fiction'}",,The Three Clerks,Trollope,http://www.wikidata.org/entity/Q15052552,http://www.wikidata.org/entity/Q318399,1815.0,Anthony Trollope,Q15052552,Q318399,Anthony Trollope,empty,100
379,PG7485,,"The Last American: A Fragment from the Journal of Khan-li, Prince of Dimph-yoo-chur and Admiral in the Persian Navy","Mitchell, John Ames",1845.0,1918.0,['en'],17,{'Science fiction'},,The Last American,Mitchell,http://www.wikidata.org/entity/Q7745568,http://www.wikidata.org/entity/Q6218902,1845.0,John Ames Mitchell,Q7745568,Q6218902,John Ames Mitchell,empty,100
380,PG748,,The Brother of Daphne,"Yates, Dornford",1885.0,1960.0,['en'],55,"{'Humorous stories', 'England -- Fiction'}",,The Brother of Daphne,Yates,http://www.wikidata.org/entity/Q96408505,http://www.wikidata.org/entity/Q5298118,1885.0,Dornford Yates,Q96408505,Q5298118,Dornford Yates,empty,100
381,PG7500,,Heidis Lehr- und Wanderjahre,"Spyri, Johanna",1827.0,1901.0,['de'],238,"{'Switzerland -- History -- 19th century -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Orphans -- Fiction', 'Grandfathers -- Fiction'}",,Heidis Lehr- und Wanderjahre,Spyri,http://www.wikidata.org/entity/Q111239544,http://www.wikidata.org/entity/Q123053,1827.0,Johanna Spyri,Q111239544,Q123053,Johanna Spyri,empty,100
383,PG7511,,Heidis Lehr- und Wanderjahre,"Spyri, Johanna",1827.0,1901.0,['de'],41,"{'Switzerland -- History -- 19th century -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Orphans -- Fiction', 'Grandfathers -- Fiction'}",,Heidis Lehr- und Wanderjahre,Spyri,http://www.wikidata.org/entity/Q111239544,http://www.wikidata.org/entity/Q123053,1827.0,Johanna Spyri,Q111239544,Q123053,Johanna Spyri,empty,100
385,PG7508,,A Mummer's Wife,"Moore, George",1852.0,1933.0,['en'],19,"{'Adultery -- Fiction', 'Married people -- Fiction', 'Staffordshire (England) -- Fiction', 'Actors -- Fiction'}",,A Mummer's Wife,Moore,http://www.wikidata.org/entity/Q42186018,http://www.wikidata.org/entity/Q965927,1852.0,George Moore,Q42186018,Q965927,George Moore,empty,100
386,PG7516,,Crucial Instances,"Wharton, Edith",1862.0,1937.0,['en'],31,"{'American fiction -- 19th century', 'Short stories, American'}",,Crucial Instances,Wharton,http://www.wikidata.org/entity/Q5189778,http://www.wikidata.org/entity/Q276032,1862.0,Edith Wharton,Q5189778,Q276032,Edith Wharton,empty,100
387,PG7517,,Sanctuary,"Wharton, Edith",1862.0,1937.0,['en'],40,"{'Psychological fiction', 'Widows -- Fiction', 'Domestic fiction', 'Mothers and sons -- Fiction'}",,Sanctuary,Wharton,http://www.wikidata.org/entity/Q6121475,http://www.wikidata.org/entity/Q276032,1862.0,Edith Wharton,Q6121475,Q276032,Edith Wharton,empty,100
389,PG751,,The Autocrat of the Breakfast-Table,"Holmes, Oliver Wendell",1809.0,1894.0,['en'],242,"{'American fiction -- 19th century', 'Boardinghouses -- Fiction', 'Poetry', 'Conversation -- Fiction'}",,The Autocrat of the Breakfast-Table,Holmes,http://www.wikidata.org/entity/Q735814,http://www.wikidata.org/entity/Q319829,1809.0,Oliver Wendell Holmes,Q735814,Q319829,Oliver Wendell Holmes,empty,100
392,PG7529,,The Reverberator,"James, Henry",1843.0,1916.0,['en'],21,"{'Manners and customs -- Fiction', 'France -- Social life and customs -- 19th century -- Fiction'}",,The Reverberator,James,http://www.wikidata.org/entity/Q3616152,http://www.wikidata.org/entity/Q170509,1843.0,Henry James,Q3616152,Q170509,Henry James,empty,100
393,PG755,,A Lady's Life in the Rocky Mountains,"Bird, Isabella L. (Isabella Lucy)",1831.0,1904.0,['en'],305,"{'Frontier and pioneer life -- Rocky Mountains', 'Women travelers -- Rocky Mountains -- Biography', 'West (U.S.) -- Description and travel', 'Rocky Mountains -- Description and travel', 'Women -- Rocky Mountains -- Biography', 'Bird, Isabella L. (Isabella Lucy), 1831-1904 -- Travel -- Rocky Mountains', 'Estes Park (Colo.) -- Biography'}",,A Lady's Life in the Rocky Mountains,Bird,http://www.wikidata.org/entity/Q24063319,http://www.wikidata.org/entity/Q288210,1831.0,Isabella Bird,Q24063319,Q288210,Isabella L. Bird,Isabella Lucy Bird,90
394,PG765,,The Moon Pool,"Merritt, Abraham",1884.0,1943.0,['en'],201,"{'Botanists -- Fiction', 'Oceania -- Fiction', 'Geographical myths -- Fiction', 'Science fiction'}",,The Moon Pool,Merritt,http://www.wikidata.org/entity/Q7752160,http://www.wikidata.org/entity/Q330376,1884.0,Abraham Grace Merritt,Q7752160,Q330376,Abraham Merritt,empty,83
395,PG766,,David Copperfield,"Dickens, Charles",1812.0,1870.0,['en'],4288,"{'Autobiographical fiction', 'Boys -- Fiction', 'Stepfathers -- Fiction', 'England -- Fiction', 'Child labor -- Fiction', 'Orphans -- Fiction', 'Young men -- Fiction', 'Bildungsromans'}",,David Copperfield,Dickens,http://www.wikidata.org/entity/Q189811,http://www.wikidata.org/entity/Q5686,1812.0,Charles Dickens,Q189811,Q5686,Charles Dickens,empty,100
396,PG767,,Agnes Grey,"Brontë, Anne",1820.0,1849.0,['en'],672,"{'Autobiographical fiction', 'Single women -- Fiction', 'Feminist fiction', 'Governesses -- Fiction', 'England -- Fiction'}",,Agnes Grey,Brontë,http://www.wikidata.org/entity/Q517172,http://www.wikidata.org/entity/Q44520,1820.0,Anne Brontë,Q517172,Q44520,Anne Brontë,empty,100
398,PG768,,Wuthering Heights,"Brontë, Emily",1818.0,1848.0,['en'],9926,"{'Foundlings -- Fiction', 'Love stories', 'Domestic fiction', 'Yorkshire (England) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Revenge -- Fiction', 'Heathcliff (Fictitious character : Brontë) -- Fiction', 'Psychological fiction', 'Rural families -- Fiction', 'Rejection (Psychology) -- Fiction'}",,Wuthering Heights,Brontë,http://www.wikidata.org/entity/Q202975,http://www.wikidata.org/entity/Q80137,1818.0,Emily Brontë,Q202975,Q80137,Emily Brontë,empty,100
399,PG76,,Adventures of Huckleberry Finn,"Twain, Mark",1835.0,1910.0,['en'],16312,"{'Runaway children -- Fiction', 'Male friendship -- Fiction', 'Boys -- Fiction', 'Missouri -- Fiction', 'Fugitive slaves -- Fiction', 'Adventure stories', 'Mississippi River -- Fiction', 'Humorous stories', 'Finn, Huckleberry (Fictitious character) -- Fiction', 'Bildungsromans', 'Race relations -- Fiction'}",,Adventures of Huckleberry Finn,Twain,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q215410,Q7245,Mark Twain,empty,100
409,PG9007,,Adventures of Huckleberry Finn,"Twain, Mark",1835.0,1910.0,['en'],59,"{'Runaway children -- Fiction', 'Male friendship -- Fiction', 'Boys -- Fiction', 'Missouri -- Fiction', 'Fugitive slaves -- Fiction', 'Adventure stories', 'Mississippi River -- Fiction', 'Humorous stories', 'Finn, Huckleberry (Fictitious character) -- Fiction', 'Bildungsromans', 'Race relations -- Fiction'}",,Adventures of Huckleberry Finn,Twain,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q215410,Q7245,Mark Twain,empty,100
419,PG770,,The Story of the Treasure Seekers: Being the Adventures of the Bastable Children in Search of a Fortune,"Nesbit, E. (Edith)",1858.0,1924.0,['en'],496,"{'Moneymaking projects -- Fiction', 'Family life -- England -- Fiction', 'Siblings -- Fiction', 'Imagination -- Fiction', 'Great Britain -- History -- 19th century -- Fiction'}",,The Story of the Treasure Seekers,Nesbit,http://www.wikidata.org/entity/Q7766848,http://www.wikidata.org/entity/Q231708,1858.0,Edith Nesbit,Q7766848,Q231708,E. Nesbit,Edith Nesbit,100
420,PG772,,Moral Emblems,"Stevenson, Robert Louis",1850.0,1894.0,['en'],67,{'Poetry'},,Moral Emblems,Stevenson,http://www.wikidata.org/entity/Q16665248,http://www.wikidata.org/entity/Q1512,1850.0,Robert Louis Stevenson,Q16665248,Q1512,Robert Louis Stevenson,empty,100
421,PG773,,"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories","Wilde, Oscar",1854.0,1900.0,['en'],614,"{'Manners and customs -- Fiction', 'Short stories, English'}",,Lord Arthur Savile's Crime,Wilde,http://www.wikidata.org/entity/Q2466956,http://www.wikidata.org/entity/Q30875,1854.0,Oscar Wilde,Q2466956,Q30875,Oscar Wilde,empty,100
422,PG7766,,A Dog of Flanders,Ouida,1839.0,1908.0,['en'],187,"{'Dogs -- Juvenile fiction', 'Flanders (Belgium) -- Juvenile fiction'}",,A Dog of Flanders,Ouida,http://www.wikidata.org/entity/Q11036624,http://www.wikidata.org/entity/Q258001,1839.0,Ouida,Q11036624,Q258001,Ouida,empty,100
423,PG778,,Five Children and It,"Nesbit, E. (Edith)",1858.0,1924.0,['en'],138,"{'Great Britain -- History -- Edward VII, 1901-1910 -- Fiction', 'Wishes -- Fiction', 'Siblings -- Fiction', 'Fairies -- Fiction'}",,Five Children and It,Nesbit,http://www.wikidata.org/entity/Q651866,http://www.wikidata.org/entity/Q231708,1858.0,Edith Nesbit,Q651866,Q231708,E. Nesbit,Edith Nesbit,100
424,PG7790,,Captain January,"Richards, Laura Elizabeth Howe",1850.0,1943.0,['en'],35,"{'Islands -- Juvenile fiction', 'Intergenerational relations -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Lighthouse keepers -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Students -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Ship captains -- Juvenile fiction', 'Home schooling -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'New England -- Juvenile fiction'}",,Captain January,Richards,http://www.wikidata.org/entity/Q5036688,http://www.wikidata.org/entity/Q6498881,1850.0,Laura E. Richards,Q5036688,Q6498881,Laura Elizabeth Howe Richards,empty,70
425,PG779,,The Tragical History of Doctor Faustus: From the Quarto of 1604,"Marlowe, Christopher",1564.0,1593.0,['en'],6053,"{'Faust, -approximately 1540 -- Drama', 'Magicians -- Drama', 'Germany -- Drama', 'Tragedies'}",,The Tragical History of Doctor Faustus,Marlowe,http://www.wikidata.org/entity/Q50919,http://www.wikidata.org/entity/Q28975,1564.0,Christopher Marlowe,Q50919,Q28975,Christopher Marlowe,empty,100
427,PG811,,The Tragical History of Doctor Faustus: From the Quarto of 1616,"Marlowe, Christopher",1564.0,1593.0,['en'],657,"{'Faust, -approximately 1540 -- Drama', 'Magicians -- Drama', 'Germany -- Drama', 'Tragedies'}",,The Tragical History of Doctor Faustus,Marlowe,http://www.wikidata.org/entity/Q50919,http://www.wikidata.org/entity/Q28975,1564.0,Christopher Marlowe,Q50919,Q28975,Christopher Marlowe,empty,100
429,PG77,,The House of the Seven Gables,"Hawthorne, Nathaniel",1804.0,1864.0,['en'],1363,"{'Domestic fiction', 'Salem (Mass.) -- Fiction', 'Paranormal fiction', 'Haunted houses -- Fiction', 'Historical fiction'}",,The House of the Seven Gables,Hawthorne,http://www.wikidata.org/entity/Q1141732,http://www.wikidata.org/entity/Q69339,1804.0,Nathaniel Hawthorne,Q1141732,Q69339,Nathaniel Hawthorne,empty,100
