,Unnamed: 0.1,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear_x,authorLabel_x,book_QN,author_QN,index,birthYear_y,workLabel,authorLabel_y,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,PublicationYear,deathYear,deathYearMatch,,
1143,1143,2652,PG2447,,Eminent Victorians,"Strachey, Lytton",1880,1932,['en'],178,"{'Great Britain -- History -- Victoria, 1837-1901 -- Biography', 'Arnold, Thomas, 1795-1842', 'Nightingale, Florence, 1820-1910', 'Manning, Henry Edward, 1808-1892', 'Great Britain -- Biography', 'Gordon, Charles George, 1833-1885'}",,Eminent Victorians,Strachey,http://www.wikidata.org/entity/Q5372505,http://www.wikidata.org/entity/Q540427,1880,Lytton Strachey,Q5372505,Q540427,0,1880,Eminent Victorians,Lytton Strachey,male,United Kingdom,,,1918,1932,1,,
1144,1144,2653,PG24499,,The Green Carnation,"Hichens, Robert",1864,1950,['en'],36,"{'Authors -- Fiction', 'Gay men -- Fiction', 'Ireland -- Fiction', 'Biographical fiction', 'London (England) -- Fiction', 'Wilde, Oscar, 1854-1900 -- Fiction'}",,The Green Carnation,Hichens,http://www.wikidata.org/entity/Q7738140,http://www.wikidata.org/entity/Q2037944,1864,Robert Smythe Hichens,Q7738140,Q2037944,0,1864,The Green Carnation,Robert Smythe Hichens,male,United Kingdom,,,1894,1950,1,,
1145,1145,2654,PG2449,,The Common Law,"Holmes, Oliver Wendell",1841,1935,['en'],927,{'Common law'},,The Common Law,Holmes,http://www.wikidata.org/entity/Q7727010,http://www.wikidata.org/entity/Q360574,1841,Oliver Wendell Holmes,Q7727010,Q360574,0,1841,The Common Law,Oliver Wendell Holmes,male,United States of America,,English,1881,1935,1,,
1146,1146,2656,PG244,,A Study in Scarlet,"Doyle, Arthur Conan",1859,1930,['en'],8321,"{'Detective and mystery stories', 'England -- Fiction', 'Private investigators -- England -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,A Study in Scarlet,Doyle,http://www.wikidata.org/entity/Q223131,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q223131,Q35610,0,1859,A Study in Scarlet,Arthur Conan Doyle,male,United Kingdom,spiritism,English,1887,1930,1,,
1147,1147,827,PG8615,,A Study in Scarlet,"Doyle, Arthur Conan",1859,1930,['en'],17,"{'Detective and mystery stories', 'England -- Fiction', 'Private investigators -- England -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,A Study in Scarlet,Doyle,http://www.wikidata.org/entity/Q223131,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q223131,Q35610,0,1859,A Study in Scarlet,Arthur Conan Doyle,male,United Kingdom,spiritism,English,1887,1930,1,,
1148,1148,145,PG9556,,A Study in Scarlet,"Doyle, Arthur Conan",1859,1930,['en'],178,"{'Detective and mystery stories', 'England -- Fiction', 'Private investigators -- England -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,A Study in Scarlet,Doyle,http://www.wikidata.org/entity/Q223131,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q223131,Q35610,0,1859,A Study in Scarlet,Arthur Conan Doyle,male,United Kingdom,spiritism,English,1887,1930,1,,
1149,1149,2657,PG2450,,Boyhood,"Tolstoy, Leo, graf",1828,1910,['en'],83,"{'Autobiographical fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Russia -- History -- 1801-1917 -- Fiction', 'Tolstoy, Leo, graf, 1828-1910 -- Childhood and youth -- Fiction'}",,Boyhood,Tolstoy,http://www.wikidata.org/entity/Q965704,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,Q965704,Q7243,0,1828,Boyhood,Leo Tolstoy,male,Russian Empire,Christianity,Russian,1854,1910,1,,
1150,1150,2658,PG24525,,Karlo: Facila Legolibro por la Lernado de Esperanto,"Privat, Edmond",1889,1962,['eo'],48,"{'Esperanto -- Readers', 'Esperanto'}",,Karlo,Privat,http://www.wikidata.org/entity/Q12350508,http://www.wikidata.org/entity/Q12571,1889,Edmond Privat,Q12350508,Q12571,0,1889,Karlo,Edmond Privat,male,Switzerland,Quakers,French,1909,1962,1,,
1151,1151,2659,PG24574,,Loss and Gain: The Story of a Convert,"Newman, John Henry",1801,1890,['en'],79,"{'Christianity, Conversion to -- Fiction', 'Christian fiction'}",,Loss and Gain,Newman,http://www.wikidata.org/entity/Q3259809,http://www.wikidata.org/entity/Q44490,1801,John Henry Newman,Q3259809,Q44490,0,1801,Loss and Gain,John Henry Newman,male,United Kingdom of Great Britain and Ireland,Catholic Church,,1848,1890,1,,
1152,1152,2660,PG245,,Life on the Mississippi,"Twain, Mark",1835,1910,['en'],2235,"{'Authors, American -- 19th century -- Biography', 'Twain, Mark, 1835-1910 -- Travel -- Mississippi River', 'Pilots and pilotage -- Mississippi River', 'Mississippi River -- Description and travel', 'Mississippi River Valley -- Social life and customs -- 19th century'}",,Life on the Mississippi,Twain,http://www.wikidata.org/entity/Q1131648,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q1131648,Q7245,0,1835,Life on the Mississippi,Mark Twain,male,United States of America,atheism,,1883,1910,1,,
1153,1153,535,PG8471,,"Life on the Mississippi, Part 1.","Twain, Mark",1835,1910,['en'],78,"{'Authors, American -- 19th century -- Biography', 'Twain, Mark, 1835-1910 -- Travel -- Mississippi River', 'Pilots and pilotage -- Mississippi River', 'Mississippi River -- Description and travel', 'Mississippi River Valley -- Social life and customs -- 19th century'}",,Life on the Mississippi,Twain,http://www.wikidata.org/entity/Q1131648,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q1131648,Q7245,0,1835,Life on the Mississippi,Mark Twain,male,United States of America,atheism,,1883,1910,1,,
1154,1154,2661,PG24622,,The Pianolist: A Guide for Pianola Players,"Kobbé, Gustav",1857,1918,['en'],38,"{'Pianola', 'Music -- Instruction and study'}",,The Pianolist,Kobbé,http://www.wikidata.org/entity/Q112326730,http://www.wikidata.org/entity/Q1556094,1857,Gustav Kobbé,Q112326730,Q1556094,0,1857,The Pianolist,Gustav Kobbé,male,United States of America,,,1907,1918,1,,
1155,1155,2662,PG2465,,Carmen,"Mérimée, Prosper",1803,1870,['en'],578,"{'Spain -- Social life and customs -- 19th century -- Fiction', 'Carmen (Fictitious character) -- Fiction'}",,Carmen,Mérimée,http://www.wikidata.org/entity/Q674832,http://www.wikidata.org/entity/Q160333,1803,Prosper Mérimée,Q674832,Q160333,0,1803,Carmen,Prosper Mérimée,male,France,,French,1845,1870,1,,
1156,1156,405,PG48662,,Carmen: Espanjalaisen mustalaistytön elämäntarina,"Mérimée, Prosper",1803,1870,['fi'],17,"{'French fiction -- Translations into Finnish', 'Spain -- Social life and customs -- 19th century -- Fiction', 'Carmen (Fictitious character) -- Fiction'}",,Carmen,Mérimée,http://www.wikidata.org/entity/Q674832,http://www.wikidata.org/entity/Q160333,1803,Prosper Mérimée,Q674832,Q160333,0,1803,Carmen,Prosper Mérimée,male,France,,French,1845,1870,1,,
1157,1157,2670,PG2466,,Virgin Soil,"Turgenev, Ivan Sergeevich",1818,1883,['en'],122,"{'Russia -- Social life and customs -- Fiction', 'Russia -- Politics and government -- 1801-1917 -- Fiction', 'Country homes -- Fiction', 'Revolutionaries -- Russia -- Fiction'}",,Virgin Soil,Turgenev,http://www.wikidata.org/entity/Q3518729,http://www.wikidata.org/entity/Q42831,1818,Ivan Turgenev,Q3518729,Q42831,0,1818,Virgin Soil,Ivan Turgenev,male,Russian Empire,,,1877,1883,1,,
1158,1158,2671,PG2472,,White Lies,"Reade, Charles",1814,1884,['en'],58,"{'Marriage -- Fiction', 'France -- History -- Wars of the Vendée, 1793-1832 -- Fiction'}",,White Lies,Reade,http://www.wikidata.org/entity/Q110048780,http://www.wikidata.org/entity/Q247473,1814,Charles Reade,Q110048780,Q247473,0,1814,White Lies,Charles Reade,male,United Kingdom of Great Britain and Ireland,,,1857,1884,1,,
1159,1159,2672,PG2480,,Under Western Eyes,"Conrad, Joseph",1857,1924,['en'],379,"{'Terrorism -- Fiction', 'Geneva (Switzerland) -- Fiction', 'Political fiction', 'Russia -- History -- 1904-1914 -- Fiction', 'Saint Petersburg (Russia) -- Fiction', 'Bombings -- Fiction', 'College students -- Fiction'}",,Under Western Eyes,Conrad,http://www.wikidata.org/entity/Q3685905,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q3685905,Q82925,0,1857,Under Western Eyes,Joseph Conrad,male,United Kingdom,atheism,,1911,1924,1,,
1160,1160,68,PG9359,,Under Western Eyes,"Conrad, Joseph",1857,1924,['en'],18,"{'Terrorism -- Fiction', 'Geneva (Switzerland) -- Fiction', 'Political fiction', 'Russia -- History -- 1904-1914 -- Fiction', 'Saint Petersburg (Russia) -- Fiction', 'Bombings -- Fiction', 'College students -- Fiction'}",,Under Western Eyes,Conrad,http://www.wikidata.org/entity/Q3685905,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q3685905,Q82925,0,1857,Under Western Eyes,Joseph Conrad,male,United Kingdom,atheism,,1911,1924,1,,
1161,1161,2673,PG24812,,The Three Midshipmen,"Kingston, William Henry Giles",1814,1880,['en'],40,"{'Slave trade -- Fiction', 'Africa -- Fiction'}",,The Three Midshipmen,Kingston,http://www.wikidata.org/entity/Q124090421,http://www.wikidata.org/entity/Q32829,1814,William Henry Giles Kingston,Q124090421,Q32829,0,1814,The Three Midshipmen,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,,,1862,1880,1,,
1162,1162,2674,PG24823,,Silas Marner,"Eliot, George",1819,1880,['es'],42,"{'Foundlings -- Fiction', 'Fathers and daughters -- Fiction', 'Domestic fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'England -- Fiction', 'Weavers -- Fiction', 'Adopted children -- Fiction'}",,Silas Marner,Eliot,http://www.wikidata.org/entity/Q638327,http://www.wikidata.org/entity/Q131333,1819,George Eliot,Q638327,Q131333,0,1819,Silas Marner,George Eliot,female,United Kingdom of Great Britain and Ireland,atheism,English,1861,1880,1,,
1163,1163,881,PG550,,Silas Marner,"Eliot, George",1819,1880,['en'],1598,"{'Foundlings -- Fiction', 'Fathers and daughters -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Weavers -- Fiction', 'Adopted children -- Fiction'}",,Silas Marner,Eliot,http://www.wikidata.org/entity/Q638327,http://www.wikidata.org/entity/Q131333,1819,George Eliot,Q638327,Q131333,0,1819,Silas Marner,George Eliot,female,United Kingdom of Great Britain and Ireland,atheism,English,1861,1880,1,,
1164,1164,179,PG9676,,Silas Marner,"Eliot, George",1819,1880,['en'],34,"{'Foundlings -- Fiction', 'Fathers and daughters -- Fiction', 'Domestic fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'England -- Fiction', 'Weavers -- Fiction', 'Adopted children -- Fiction'}",,Silas Marner,Eliot,http://www.wikidata.org/entity/Q638327,http://www.wikidata.org/entity/Q131333,1819,George Eliot,Q638327,Q131333,0,1819,Silas Marner,George Eliot,female,United Kingdom of Great Britain and Ireland,atheism,English,1861,1880,1,,
1165,1165,2678,PG24830,,Beatrice,"Haggard, H. Rider (Henry Rider)",1856,1925,['nl'],26,{'English fiction'},,Beatrice,Haggard,http://www.wikidata.org/entity/Q16239004,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16239004,Q237196,0,1856,Beatrice,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,,,1890,1925,1,,
1166,1166,2684,PG24842,,The Defence of Duffer's Drift,"Swinton, E. D. (Ernest Dunlop)",1868,1951,['en'],78,"{'Military art and science', 'Guerrilla warfare', 'Tactics', 'South African War, 1899-1902'}",,The Defence of Duffer's Drift,Swinton,http://www.wikidata.org/entity/Q7729575,http://www.wikidata.org/entity/Q3847508,1868,Ernest Dunlop Swinton,Q7729575,Q3847508,0,1868,The Defence of Duffer's Drift,Ernest Dunlop Swinton,male,United Kingdom,,,1904,1951,1,,
1167,1167,2685,PG24898,,Robert Elsmere,"Ward, Humphry, Mrs.",1851,1920,['en'],20,{'Religious fiction'},,Robert Elsmere,Ward,http://www.wikidata.org/entity/Q7344052,http://www.wikidata.org/entity/Q952452,1851,Mary Augusta Ward,Q7344052,Q952452,0,1851,Robert Elsmere,Mary Augusta Ward,female,United Kingdom of Great Britain and Ireland,Unitarianism,,1888,1920,1,,
1168,1168,858,PG8737,,Robert Elsmere,"Ward, Humphry, Mrs.",1851,1920,['en'],50,{'Religious fiction'},,Robert Elsmere,Ward,http://www.wikidata.org/entity/Q7344052,http://www.wikidata.org/entity/Q952452,1851,Mary Augusta Ward,Q7344052,Q952452,0,1851,Robert Elsmere,Mary Augusta Ward,female,United Kingdom of Great Britain and Ireland,Unitarianism,,1888,1920,1,,
1169,1169,2686,PG2493,,The Adventures of Paddy the Beaver,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,['en'],29,"{'Animals -- Juvenile fiction', 'Beavers -- Juvenile fiction'}",,The Adventures of Paddy the Beaver,Burgess,http://www.wikidata.org/entity/Q7712601,http://www.wikidata.org/entity/Q7796519,1874,Thornton Burgess,Q7712601,Q7796519,0,1874,The Adventures of Paddy the Beaver,Thornton Burgess,male,United States of America,,,1917,1965,1,,
1170,1170,2687,PG24968,,"Behind the Scenes; or, Thirty years a slave, and Four Years in the White House","Keckley, Elizabeth",1818,1907,['en'],778,"{'Keckley, Elizabeth, approximately 1818-1907', 'Lincoln, Mary Todd, 1818-1882', 'Enslaved women -- United States -- Biography', 'African American women -- Biography', 'Lincoln, Abraham, 1809-1865', 'Slavery -- United States'}",,Behind the Scenes,Keckley,http://www.wikidata.org/entity/Q98534768,http://www.wikidata.org/entity/Q5363058,1818,Elizabeth Keckley,Q98534768,Q5363058,0,1818,Behind the Scenes,Elizabeth Keckley,female,United States of America,,,1868,1907,1,,
1171,1171,2688,PG24985,,Comedies of Courtship,"Hope, Anthony",1863,1933,['en'],19,"{'Short stories', 'Love stories'}",,Comedies of Courtship,Hope,http://www.wikidata.org/entity/Q124082391,http://www.wikidata.org/entity/Q457287,1863,Anthony Hope,Q124082391,Q457287,0,1863,Comedies of Courtship,Anthony Hope,male,United Kingdom,,English,1896,1933,1,,
1172,1172,2689,PG24996,,The Tapu of Banderah: 1901,"Becke, Louis",1855,1913,['en'],16,"{'Adventure stories', 'Oceania -- Fiction'}",,The Tapu of Banderah,Becke,http://www.wikidata.org/entity/Q124090384,http://www.wikidata.org/entity/Q5481115,1855,George Lewis Becke,Q124090384,Q5481115,0,1855,The Tapu of Banderah,George Lewis Becke,male,Australia,,,1901,1913,1,,
1173,1173,2690,PG2499,,Siddhartha: eine indische Dichtung,"Hesse, Hermann",1877,1962,['de'],732,"{'Buddhist philosophy -- Fiction', 'Self-realization -- Fiction', 'Buddhism -- Fiction', 'India -- Social life and customs -- Fiction', 'Spiritual life -- Fiction', 'Gautama Buddha -- Fiction', 'India -- Religion -- Fiction', 'Brahmans -- Fiction'}",,Siddhartha,Hesse,http://www.wikidata.org/entity/Q457289,http://www.wikidata.org/entity/Q25973,1877,Hermann Hesse,Q457289,Q25973,0,1877,Siddhartha,Hermann Hesse,male,Switzerland,,,1922,1962,1,,
1174,1174,75,PG58344,,Siddhartha: A Poem of India,"Hesse, Hermann",1877,1962,['en'],193,"{'Buddhist philosophy -- Fiction', 'Self-realization -- Fiction', 'Buddhism -- Fiction', 'India -- Social life and customs -- Fiction', 'Spiritual life -- Fiction', 'Gautama Buddha -- Fiction', 'India -- Religion -- Fiction', 'Brahmans -- Fiction'}",,Siddhartha,Hesse,http://www.wikidata.org/entity/Q457289,http://www.wikidata.org/entity/Q25973,1877,Hermann Hesse,Q457289,Q25973,0,1877,Siddhartha,Hermann Hesse,male,Switzerland,,,1922,1962,1,,
1175,1175,2694,PG25012,,"The Case of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.","Nietzsche, Friedrich Wilhelm",1844,1900,['en'],330,"{'Music -- History and criticism', 'Literature -- Collections', 'Essays', 'Wagner, Richard, 1813-1883'}",,The Case of Wagner,Nietzsche,http://www.wikidata.org/entity/Q1193302,http://www.wikidata.org/entity/Q9358,1844,Friedrich Nietzsche,Q1193302,Q9358,0,1844,The Case of Wagner,Friedrich Nietzsche,male,Kingdom of Prussia,,German,1888,1900,1,,
1176,1176,640,PG52166,,"The Case of Wagner: Complete Works, Volume 8","Nietzsche, Friedrich Wilhelm",1844,1900,['en'],87,"{'Wagner, Richard, 1813-1883'}",,The Case of Wagner,Nietzsche,http://www.wikidata.org/entity/Q1193302,http://www.wikidata.org/entity/Q9358,1844,Friedrich Nietzsche,Q1193302,Q9358,0,1844,The Case of Wagner,Friedrich Nietzsche,male,Kingdom of Prussia,,German,1888,1900,1,,
1177,1177,2695,PG2502,,"Chitra, a Play in One Act","Tagore, Rabindranath",1861,1941,['en'],498,{'Indic drama'},,Chitra,Tagore,http://www.wikidata.org/entity/Q17103580,http://www.wikidata.org/entity/Q7241,1861,Rabindranath Tagore,Q17103580,Q7241,0,1861,Chitra,Rabindranath Tagore,male,British Raj,Hinduism,Bangla,1914,1941,1,,
1178,1178,39,PG44246,,Chitra: Ein Spiel in einem Aufzug,"Tagore, Rabindranath",1861,1941,['de'],32,{'Indic drama -- Translations into German'},,Chitra,Tagore,http://www.wikidata.org/entity/Q17103580,http://www.wikidata.org/entity/Q7241,1861,Rabindranath Tagore,Q17103580,Q7241,0,1861,Chitra,Rabindranath Tagore,male,British Raj,Hinduism,Bangla,1914,1941,1,,
1179,1179,2696,PG25031,,Davy and the Goblin: What Followed Reading 'Alice's Adventures in Wonderland',"Carryl, Charles E. (Charles Edward)",1841,1920,['en'],144,{'Fantasy literature'},,Davy and the Goblin,Carryl,http://www.wikidata.org/entity/Q5242229,http://www.wikidata.org/entity/Q5077060,1841,Charles E. Carryl,Q5242229,Q5077060,0,1841,Davy and the Goblin,Charles E. Carryl,male,United States of America,,,1885,1920,1,,
1180,1180,2697,PG25051,,Space Platform,"Leinster, Murray",1896,1975,['en'],55,"{'Science fiction, American'}",,Space Platform,Leinster,http://www.wikidata.org/entity/Q7572460,http://www.wikidata.org/entity/Q550449,1896,Murray Leinster,Q7572460,Q550449,0,1896,Space Platform,Murray Leinster,male,United States of America,,,1953,1975,1,,
1181,1181,2698,PG2505,,The Heir of Redclyffe,"Yonge, Charlotte M. (Charlotte Mary)",1823,1901,['en'],627,"{'Cousins -- Fiction', 'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Religious fiction', 'Upper class -- Fiction', 'Great Britain -- Moral conditions -- Fiction'}",,The Heir of Redclyffe,Yonge,http://www.wikidata.org/entity/Q7739314,http://www.wikidata.org/entity/Q433098,1823,Charlotte Mary Yonge,Q7739314,Q433098,0,1823,The Heir of Redclyffe,Charlotte Mary Yonge,female,United Kingdom of Great Britain and Ireland,Catholic Church,,1853,1901,1,,
1182,1182,2699,PG2508,,Stories in Light and Shadow,"Harte, Bret",1836,1902,['en'],72,"{'American fiction -- 19th century', 'Short stories', 'California -- Fiction'}",,Stories in Light and Shadow,Harte,http://www.wikidata.org/entity/Q124086694,http://www.wikidata.org/entity/Q301983,1836,Bret Harte,Q124086694,Q301983,0,1836,Stories in Light and Shadow,Bret Harte,male,United States of America,,,1898,1902,1,,
1183,1183,2700,PG2511,,"The History of Henry Esmond, Esq., a Colonel in the Service of Her Majesty Queen Anne","Thackeray, William Makepeace",1811,1863,['en'],183,"{'Historical fiction', 'Great Britain -- History -- Anne, 1702-1714 -- Fiction'}",,The History of Henry Esmond,Thackeray,http://www.wikidata.org/entity/Q3203517,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q3203517,Q167768,0,1811,The History of Henry Esmond,William Makepeace Thackeray,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1852,1863,1,,
1184,1184,125,PG9530,,"The History of Henry Esmond, Esq.: A Colonel in the Service of Her Majesty Queen Anne","Thackeray, William Makepeace",1811,1863,['en'],7,"{'Great Britain -- History -- Anne, 1702-1714 -- Fiction'}",,The History of Henry Esmond,Thackeray,http://www.wikidata.org/entity/Q3203517,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q3203517,Q167768,0,1811,The History of Henry Esmond,William Makepeace Thackeray,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1852,1863,1,,
1185,1185,2702,PG2512,,The Cruise of the Snark,"London, Jack",1876,1916,['en'],197,"{'London, Jack, 1876-1916 -- Travel -- Oceania', 'Voyages and travels', 'Oceania -- Description and travel', 'Authors, American -- 20th century -- Biography', 'Ocean travel', 'Americans -- Oceania -- History -- 20th century'}",,The Cruise of the Snark,London,http://www.wikidata.org/entity/Q3207964,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q3207964,Q45765,0,1876,The Cruise of the Snark,Jack London,male,United States of America,atheism,,1911,1916,1,,
1186,1186,2704,PG2515,,Stepping Heavenward,"Prentiss, E. (Elizabeth)",1818,1878,['en'],42,"{'Christian life -- Fiction', 'Conduct of life -- Fiction'}",,Stepping Heavenward,Prentiss,http://www.wikidata.org/entity/Q124092837,http://www.wikidata.org/entity/Q5363377,1818,Elizabeth Prentiss,Q124092837,Q5363377,0,1818,Stepping Heavenward,Elizabeth Prentiss,female,United States of America,,,1870,1878,1,,
1187,1187,2705,PG2516,,Redgauntlet: A Tale of the Eighteenth Century,"Scott, Walter",1771,1832,['en'],126,"{'Law students -- Fiction', 'Scotland -- History -- 18th century -- Fiction', 'Charles Edward, Prince, grandson of James II, King of England, 1720-1788 -- Fiction', 'Princes -- Fiction', 'Historical fiction', 'Jacobites -- Fiction'}",,Redgauntlet,Scott,http://www.wikidata.org/entity/Q3422871,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q3422871,Q79025,0,1771,Redgauntlet,Walter Scott,male,United Kingdom,,English,1824,1832,1,,
1188,1188,2707,PG2520,,The Man,"Stoker, Bram",1847,1912,['en'],108,"{'England -- Fiction', 'Gothic fiction'}",,The Man,Stoker,http://www.wikidata.org/entity/Q7749845,http://www.wikidata.org/entity/Q36184,1847,Bram Stoker,Q7749845,Q36184,0,1847,The Man,Bram Stoker,male,United Kingdom of Great Britain and Ireland,,,1905,1912,1,,
1189,1189,2710,PG25278,,Amateur Gardencraft: A Book for the Home-Maker and Garden Lover,"Rexford, Eben E. (Eben Eugene)",1848,1916,['en'],47,{'Gardening'},,Amateur Gardencraft,Rexford,http://www.wikidata.org/entity/Q51439392,http://www.wikidata.org/entity/Q4352329,1848,Eben E. Rexford,Q51439392,Q4352329,0,1848,Amateur Gardencraft,Eben E. Rexford,male,United States of America,,,1912,1916,1,,
1190,1190,2711,PG25278,,Amateur Gardencraft: A Book for the Home-Maker and Garden Lover,"Rexford, Eben E. (Eben Eugene)",1848,1916,['en'],47,{'Gardening'},,Amateur Gardencraft,Rexford,http://www.wikidata.org/entity/Q51439393,http://www.wikidata.org/entity/Q4352329,1848,Eben E. Rexford,Q51439393,Q4352329,0,1848,Amateur Gardencraft,Eben E. Rexford,male,United States of America,,,1912,1916,1,,
1191,1191,2712,PG25301,,The Adventures of Danny Meadow Mouse,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,['en'],28,"{'Mice -- Juvenile fiction', 'Animals -- Juvenile fiction'}",,The Adventures of Danny Meadow Mouse,Burgess,http://www.wikidata.org/entity/Q7712520,http://www.wikidata.org/entity/Q7796519,1874,Thornton Burgess,Q7712520,Q7796519,0,1874,The Adventures of Danny Meadow Mouse,Thornton Burgess,male,United States of America,,,1915,1965,1,,
1192,1192,2716,PG25302,,Jack: 1877,"Daudet, Alphonse",1840,1897,['en'],23,"{'French fiction -- Translations into English', 'Child labor -- Fiction', 'Illegitimate children -- Fiction'}",,Jack,Daudet,http://www.wikidata.org/entity/Q21015518,http://www.wikidata.org/entity/Q228546,1840,Alphonse Daudet,Q21015518,Q228546,0,1840,Jack,Alphonse Daudet,male,France,,French,1875,1897,1,,
1193,1193,2717,PG2530,,"The Malay Archipelago, Volume 1: The Land of the Orang-utan and the Bird of Paradise; A Narrative of Travel, with Studies of Man and Nature","Wallace, Alfred Russel",1823,1913,['en'],204,"{'Malay Archipelago -- Description and travel', 'Natural history -- Malay Archipelago', 'Ethnology -- Malay Archipelago', 'Wallace, Alfred Russel, 1823-1913 -- Travel -- Malay Archipelago'}",,The Malay Archipelago,Wallace,http://www.wikidata.org/entity/Q940414,http://www.wikidata.org/entity/Q160627,1823,Alfred Russel Wallace,Q940414,Q160627,0,1823,The Malay Archipelago,Alfred Russel Wallace,male,United Kingdom of Great Britain and Ireland,,,1869,1913,1,,
1194,1194,2721,PG2531,,An Accursed Race,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],68,{'Cagots'},,An Accursed Race,Gaskell,http://www.wikidata.org/entity/Q16267443,http://www.wikidata.org/entity/Q229226,1810,Elizabeth Cleghorn Gaskell,Q16267443,Q229226,0,1810,An Accursed Race,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,,,1855,1865,1,,
1195,1195,2722,PG25322,,Fables in Slang,"Ade, George",1866,1944,['en'],47,"{'American wit and humor', 'Fables'}",,Fables in Slang,Ade,http://www.wikidata.org/entity/Q42189788,http://www.wikidata.org/entity/Q1506837,1866,George Ade,Q42189788,Q1506837,0,1866,Fables in Slang,George Ade,male,United States of America,,English,1899,1944,1,,
1196,1196,2723,PG2533,,Round the Sofa,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],31,{'England -- Social life and customs -- 19th century -- Fiction'},,Round the Sofa,Gaskell,http://www.wikidata.org/entity/Q28404740,http://www.wikidata.org/entity/Q229226,1810,Elizabeth Cleghorn Gaskell,Q28404740,Q229226,0,1810,Round the Sofa,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,,,1859,1865,1,,
1197,1197,52,PG58092,,Round the Sofa; vol. 1,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],35,{'England -- Social life and customs -- 19th century -- Fiction'},,Round the Sofa,Gaskell,http://www.wikidata.org/entity/Q28404740,http://www.wikidata.org/entity/Q229226,1810,Elizabeth Cleghorn Gaskell,Q28404740,Q229226,0,1810,Round the Sofa,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,,,1859,1865,1,,
1198,1198,2724,PG25344,,The Scarlet Letter,"Hawthorne, Nathaniel",1804,1864,['en'],38073,"{'Married women -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Women immigrants -- Fiction', 'Revenge -- Fiction', 'Clergy -- Fiction', 'Psychological fiction', 'Adultery -- Fiction', 'Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Puritans -- Fiction', 'Illegitimate children -- Fiction', 'Historical fiction'}",,The Scarlet Letter,Hawthorne,http://www.wikidata.org/entity/Q907568,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,Q907568,Q69339,0,1804,The Scarlet Letter,Nathaniel Hawthorne,male,United States of America,Unitarianism,English,1850,1864,1,,
1199,1199,2728,PG2540,,Father and Son: A Study of Two Temperaments,"Gosse, Edmund",1849,1928,['en'],65,"{'Authors, English -- 19th century -- Biography', 'Fathers and sons -- England', 'Authors, English -- 19th century -- Family relationships', 'Apostasy', 'Gosse, Philip Henry, 1810-1888', 'England -- Social life and customs -- 19th century', 'Gosse, Edmund, 1849-1928 -- Childhood and youth', 'Conflict of generations -- England', 'Zoologists -- Great Britain -- Biography', 'Plymouth Brethren -- England -- Biography'}",,Father and Son,Gosse,http://www.wikidata.org/entity/Q5437669,http://www.wikidata.org/entity/Q742371,1849,Edmund Gosse,Q5437669,Q742371,0,1849,Father and Son,Edmund Gosse,male,United Kingdom,,English,1907,1928,1,,
