,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN
2756,PG2565,,The Story of the Glittering Plain: Which Has Been Also Called the Land of Living Men or the Acre of the Undying,"Morris, William",1834,1896,['en'],77,"{'Fantasy fiction, English'}",,The Story of the Glittering Plain,Morris,http://www.wikidata.org/entity/Q7766837,http://www.wikidata.org/entity/Q182589,1834,William Morris,Q7766837,Q182589
2757,PG2567,,"A Plea for Captain John Brown: Read to the citizens of Concord, Massachusetts on Sunday evening, October thirtieth, eighteen fifty-nine","Thoreau, Henry David",1817,1862,['en'],106,"{'Slavery', 'Brown, John, 1800-1859', 'Government, Resistance to', 'Brown, John, 1800-1859 -- Trials, litigation, etc.'}",,A Plea for Captain John Brown,Thoreau,http://www.wikidata.org/entity/Q3390930,http://www.wikidata.org/entity/Q131149,1817,Henry David Thoreau,Q3390930,Q131149
2758,PG2568,,Trent's Last Case,"Bentley, E. C. (Edmund Clerihew)",1875,1956,['en'],128,"{'Trent, Philip (Fictitious character) -- Fiction', 'Detective and mystery stories'}",,Trent's Last Case,Bentley,http://www.wikidata.org/entity/Q3824759,http://www.wikidata.org/entity/Q596925,1875,Edmund Clerihew Bentley,Q3824759,Q596925
2759,PG2569,,The Day's Work,"Kipling, Rudyard",1865,1936,['en'],92,"{'Manners and customs -- Fiction', 'Short stories, English'}",,The Day's Work,Kipling,http://www.wikidata.org/entity/Q7729141,http://www.wikidata.org/entity/Q34743,1865,Rudyard Kipling,Q7729141,Q34743
2760,PG2570,,Two Men of Sandy Bar: A Drama,"Harte, Bret",1836,1902,['en'],33,"{'California -- Gold discoveries -- Drama', 'American drama -- 19th century', 'California -- History -- 1846-1850 -- Drama'}",,Two Men of Sandy Bar,Harte,http://www.wikidata.org/entity/Q124291265,http://www.wikidata.org/entity/Q301983,1836,Bret Harte,Q124291265,Q301983
2761,PG25721,,"Caspar Hauser; oder, Die Trägheit des Herzens, Roman","Wassermann, Jakob",1873,1934,['de'],80,"{'Bayern (Bavaria, Germany : Province) -- Fiction', 'Hauser, Kaspar, 1812-1833 -- Fiction', 'Biographical fiction', 'Germany -- Social life and customs -- 19th century -- Fiction'}",,Caspar Hauser,Wassermann,http://www.wikidata.org/entity/Q42187701,http://www.wikidata.org/entity/Q60369,1873,Jakob Wassermann,Q42187701,Q60369
2762,PG2573,,The Caged Lion,"Yonge, Charlotte M. (Charlotte Mary)",1823,1901,['en'],37,"{'James I, King of Scotland, 1394-1437 -- Fiction', 'Scotland -- History -- James I, 1406-1437 -- Fiction'}",,The Caged Lion,Yonge,http://www.wikidata.org/entity/Q111908462,http://www.wikidata.org/entity/Q433098,1823,Charlotte Mary Yonge,Q111908462,Q433098
2763,PG25755,,"La Russie en 1839, Volume I","Custine, Astolphe, marquis de",1790,1857,['fr'],57,{'Russia -- Description and travel'},,La Russie en 1839,Custine,http://www.wikidata.org/entity/Q2074136,http://www.wikidata.org/entity/Q727056,1790,"Astolphe-Louis-Léonor de Custine, Marquis de Custine",Q2074136,Q727056
2779,PG25767,,Picture and Text: 1893,"James, Henry",1843,1916,['en'],94,{'Art'},,Picture and Text,James,http://www.wikidata.org/entity/Q7191187,http://www.wikidata.org/entity/Q170509,1843,Henry James,Q7191187,Q170509
2780,PG25768,,Tartarin on the Alps,"Daudet, Alphonse",1840,1897,['en'],38,{'Alps -- Fiction'},,Tartarin on the Alps,Daudet,http://www.wikidata.org/entity/Q56323182,http://www.wikidata.org/entity/Q228546,1840,Alphonse Daudet,Q56323182,Q228546
2781,PG25810,,In Connection with the De Willoughby Claim,"Burnett, Frances Hodgson",1849,1924,['en'],30,{'United States -- Social life and customs -- 19th century -- Fiction'},,In Connection with the De Willoughby Claim,Burnett,http://www.wikidata.org/entity/Q124083824,http://www.wikidata.org/entity/Q276028,1849,Frances Hodgson Burnett,Q124083824,Q276028
2782,PG25876,,The House with the Green Shutters,"Brown, George Douglas",1869,1902,['en'],34,{'Scotland -- Social life and customs -- 19th century -- Fiction'},,The House with the Green Shutters,Brown,http://www.wikidata.org/entity/Q7740720,http://www.wikidata.org/entity/Q3101534,1869,George Douglas Brown,Q7740720,Q3101534
2783,PG25885,,All the Brothers Were Valiant,"Williams, Ben Ames",1889,1953,['en'],14,"{'Sea stories', 'Brothers -- Fiction', 'Oceania -- Fiction'}",,All the Brothers Were Valiant,Williams,http://www.wikidata.org/entity/Q4730108,http://www.wikidata.org/entity/Q4885219,1889,Ben Ames Williams,Q4730108,Q4885219
2784,PG2590,,Guy Mannering,"Scott, Walter",1771,1832,['en'],84,"{'Inheritance and succession -- Fiction', 'Scotland -- Fiction', 'Astrologers -- Fiction', 'Historical fiction', 'Disinheritance -- Fiction'}",,Guy Mannering,Scott,http://www.wikidata.org/entity/Q2288976,http://www.wikidata.org/entity/Q79025,1771,Walter Scott,Q2288976,Q79025
2785,PG25919,,Miss Mapp,"Benson, E. F. (Edward Frederic)",1867,1940,['en'],146,"{'Humorous stories', 'Women -- England -- Fiction', 'Mapp, Miss (Fictitious character) -- Fiction', 'Female friendship -- Fiction'}",,Miss Mapp,Benson,http://www.wikidata.org/entity/Q106696385,http://www.wikidata.org/entity/Q771698,1867,Edward Frederic Benson,Q106696385,Q771698
2786,PG25945,,Transviado,"Lima, Jaime de Magalhães",1859,1936,['pt'],27,{'Portuguese fiction -- 19th century'},,Transviado,Lima,http://www.wikidata.org/entity/Q111096275,http://www.wikidata.org/entity/Q385138,1859,Jaime de Magalhães Lima,Q111096275,Q385138
2787,PG25955,,The Bronze Eagle: A Story of the Hundred Days,"Orczy, Emmuska Orczy, Baroness",1865,1947,['en'],58,"{'Elba (Italy) -- Fiction', 'Napoleon I, Emperor of the French, 1769-1821 -- Elba and the Hundred Days, 1814-1815 -- Fiction'}",,The Bronze Eagle,Orczy,http://www.wikidata.org/entity/Q7720311,http://www.wikidata.org/entity/Q234530,1865,Emma Orczy,Q7720311,Q234530
2789,PG25973,,Birds of the Rockies,"Keyser, Leander S. (Leander Sylvester)",1856,1937,['en'],63,"{'Birds -- Colorado', 'Birds'}",,Birds of the Rockies,Keyser,http://www.wikidata.org/entity/Q51424187,http://www.wikidata.org/entity/Q18910980,1856,Leander Sylvester Keyser,Q51424187,Q18910980
2790,PG26001,,The Bertrams,"Trollope, Anthony",1815,1882,['en'],60,"{'England -- Fiction', 'Scholars -- Fiction', 'Love stories'}",,The Bertrams,Trollope,http://www.wikidata.org/entity/Q111893815,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q111893815,Q318399
2791,PG26002,,Linda Tressel,"Trollope, Anthony",1815,1882,['en'],21,{'Germany -- Social life and customs -- 19th century -- Fiction'},,Linda Tressel,Trollope,http://www.wikidata.org/entity/Q124084476,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q124084476,Q318399
2792,PG2600,,War and Peace,"Tolstoy, Leo, graf",1828,1910,['en'],13203,"{'Russia -- History -- Alexander I, 1801-1825 -- Fiction', 'Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction', 'War stories', 'Aristocracy (Social class) -- Russia -- Fiction', 'Historical fiction'}",,War and Peace,Tolstoy,http://www.wikidata.org/entity/Q161531,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,Q161531,Q7243
2796,PG26015,,A Christmas Posy,"Molesworth, Mrs.",1839,1921,['en'],28,"{'Family -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Christmas -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",,A Christmas Posy,Molesworth,http://www.wikidata.org/entity/Q124080678,http://www.wikidata.org/entity/Q6780145,1839,Mary Louisa Molesworth,Q124080678,Q6780145
2797,PG26019,,Europa's Fairy Book,"Jacobs, Joseph",1854,1916,['en'],107,{'Fairy tales -- Europe'},,Europa's Fairy Book,Jacobs,http://www.wikidata.org/entity/Q19096926,http://www.wikidata.org/entity/Q981949,1854,Joseph Jacobs,Q19096926,Q981949
2799,PG2602,,Queen Sheba's Ring,"Haggard, H. Rider (Henry Rider)",1856,1925,['en'],74,"{'Adventure stories', 'Africa, North -- Fiction'}",,Queen Sheba's Ring,Haggard,http://www.wikidata.org/entity/Q15726388,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q15726388,Q237196
2800,PG2604,,The Longest Journey,"Forster, E. M. (Edward Morgan)",1879,1970,['en'],172,"{'Autobiographical fiction', 'Marriage -- Fiction', 'England -- Fiction', 'Teachers -- Fiction'}",,The Longest Journey,Forster,http://www.wikidata.org/entity/Q15999894,http://www.wikidata.org/entity/Q189119,1879,E. M. Forster,Q15999894,Q189119
2801,PG26115,,A Small Boy and Others,"James, Henry",1843,1916,['en'],83,"{'James, Henry, 1843-1916', 'James, William, 1842-1910'}",,A Small Boy and Others,James,http://www.wikidata.org/entity/Q13581252,http://www.wikidata.org/entity/Q170509,1843,Henry James,Q13581252,Q170509
2802,PG26163,,Creative Evolution,"Bergson, Henri",1859,1941,['en'],428,"{'Evolution', 'Metaphysics', 'Life'}",,Creative Evolution,Bergson,http://www.wikidata.org/entity/Q1132319,http://www.wikidata.org/entity/Q42156,1859,Henri Bergson,Q1132319,Q42156
2803,PG26182,,"The Rover Boys on the Plains; Or, The Mystery of Red Rock Ranch","Stratemeyer, Edward",1862,1930,['en'],20,"{'Ranches -- Juvenile fiction', 'Mississippi River -- Juvenile fiction'}",,The Rover Boys on the Plains,Stratemeyer,http://www.wikidata.org/entity/Q19098302,http://www.wikidata.org/entity/Q1293795,1862,Edward Stratemeyer,Q19098302,Q1293795
2804,PG26188,,Taistelu Heikkilän talosta,"Linnankoski, Johannes",1869,1913,['fi'],4,{'Finnish fiction'},,Taistelu Heikkilän talosta,Linnankoski,http://www.wikidata.org/entity/Q11896034,http://www.wikidata.org/entity/Q1092762,1869,Johannes Linnankoski,Q11896034,Q1092762
2805,PG2618,,A House-Boat on the Styx,"Bangs, John Kendrick",1862,1922,['en'],75,"{'Dead -- Fiction', 'Houseboats -- Fiction', 'Household employees -- Fiction'}",,A House-Boat on the Styx,Bangs,http://www.wikidata.org/entity/Q4657410,http://www.wikidata.org/entity/Q1357524,1862,John Kendrick Bangs,Q4657410,Q1357524
2806,PG26192,,A Handbook of the Cornish Language: chiefly in its latest stages with some account of its history and literature,"Jenner, Henry",1848,1934,['en'],186,"{'Cornish language -- Grammar', 'Cornwall (England : County) -- Languages', 'Cornish literature -- History and criticism', 'Cornish language -- History'}",,A Handbook of the Cornish Language,Jenner,http://www.wikidata.org/entity/Q18216797,http://www.wikidata.org/entity/Q2710684,1848,Henry Jenner,Q18216797,Q2710684
2807,PG26193,,"The Rover Boys in Southern Waters; or, The Deserted Steam Yacht","Stratemeyer, Edward",1862,1930,['en'],19,"{'Mississippi River -- Juvenile fiction', 'Yachts -- Juvenile fiction', 'Detective and mystery stories', 'Mexico, Gulf of -- Juvenile fiction', 'Boats and boating -- Juvenile fiction'}",,The Rover Boys in Southern Waters,Stratemeyer,http://www.wikidata.org/entity/Q19098279,http://www.wikidata.org/entity/Q1293795,1862,Edward Stratemeyer,Q19098279,Q1293795
2808,PG26201,,The Story of Doctor Dolittle,"Lofting, Hugh",1886,1947,['en'],135,"{'Animals -- Juvenile fiction', 'Human-animal communication -- Juvenile fiction', 'Fantasy literature'}",,The Story of Doctor Dolittle,Lofting,http://www.wikidata.org/entity/Q251604,http://www.wikidata.org/entity/Q560015,1886,Hugh Lofting,Q251604,Q560015
2809,PG26203,,The Adventures of Tom Sawyer,"Twain, Mark",1835,1910,['en'],283,"{'Sawyer, Tom (Fictitious character) -- Fiction', 'Runaway children -- Fiction', 'Male friendship -- Fiction', 'Boys -- Fiction', 'Missouri -- Fiction', 'Adventure stories', 'Mississippi River Valley -- Fiction', 'Child witnesses -- Fiction', 'Humorous stories', 'Bildungsromans'}",,The Adventures of Tom Sawyer,Twain,http://www.wikidata.org/entity/Q326914,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q326914,Q7245
2810,PG26213,,Fenimore Cooper's Literary Offenses,"Twain, Mark",1835,1910,['en'],18,"{'National characteristics, American, in literature', 'United States -- Civilization', 'Literature and society -- United States', 'Criticism -- United States', 'American literature -- History and criticism -- Theory, etc.'}",,Fenimore Cooper's Literary Offenses,Twain,http://www.wikidata.org/entity/Q5443477,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q5443477,Q7245
2811,PG26221,,The Golden Road,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],121,"{""Children's stories, Canadian"", 'Authorship -- Juvenile fiction', 'Prince Edward Island -- Juvenile fiction'}",,The Golden Road,Montgomery,http://www.wikidata.org/entity/Q1056787,http://www.wikidata.org/entity/Q273034,1874,Lucy Maud Montgomery,Q1056787,Q273034
2817,PG26223,,Just So Stories,"Kipling, Rudyard",1865,1936,['en'],51,"{'Short stories', ""Children's stories, English"", 'Animals -- Fiction'}",,Just So Stories,Kipling,http://www.wikidata.org/entity/Q1247723,http://www.wikidata.org/entity/Q34743,1865,Rudyard Kipling,Q1247723,Q34743
2826,PG26246,,The Invisible Man: A Grotesque Romance,"Wells, H. G. (Herbert George)",1866,1946,['en'],158,"{'Psychological fiction', 'Mentally ill -- Fiction', 'Scientists -- Fiction', 'Science fiction'}",,The Invisible Man,Wells,http://www.wikidata.org/entity/Q1539509,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q1539509,Q42511
2827,PG26249,,The Light Princess,"MacDonald, George",1824,1905,['en'],36,"{'Fairy tales -- Great Britain', 'Short stories', ""Children's stories, English"", 'Fairy tales'}",,The Light Princess,MacDonald,http://www.wikidata.org/entity/Q7747260,http://www.wikidata.org/entity/Q368519,1824,George MacDonald,Q7747260,Q368519
2828,PG26265,,Rilla of Ingleside,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],154,"{'World War, 1914-1918 -- Prince Edward Island -- Juvenile fiction', 'Country life -- Canada -- Juvenile fiction', 'Prince Edward Island -- Juvenile fiction'}",,Rilla of Ingleside,Montgomery,http://www.wikidata.org/entity/Q734757,http://www.wikidata.org/entity/Q273034,1874,Lucy Maud Montgomery,Q734757,Q273034
2832,PG26272,,The Spy,"Cooper, James Fenimore",1789,1851,['en'],629,"{'Domestic fiction', 'United States -- History -- Revolution, 1775-1783 -- Fiction', 'New York (State) -- History -- Revolution, 1775-1783 -- Fiction', 'War stories', 'Historical fiction', 'Spy stories'}",,The Spy,Cooper,http://www.wikidata.org/entity/Q16932623,http://www.wikidata.org/entity/Q167856,1789,James Fenimore Cooper,Q16932623,Q167856
2838,PG26273,,The Story Girl,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],189,"{'Storytellers -- Fiction', 'Cousins -- Fiction', 'Prince Edward Island -- Fiction'}",,The Story Girl,Montgomery,http://www.wikidata.org/entity/Q3270964,http://www.wikidata.org/entity/Q273034,1874,Lucy Maud Montgomery,Q3270964,Q273034
2839,PG26281,,Happy-Thought Hall,"Burnand, F. C. (Francis Cowley)",1836,1917,['en'],16,{'English wit and humor'},,Happy-Thought Hall,Burnand,http://www.wikidata.org/entity/Q124093874,http://www.wikidata.org/entity/Q5217819,1836,F. C. Burnand,Q124093874,Q5217819
2840,PG26287,,The Warden,"Trollope, Anthony",1815,1882,['en'],104,"{'Domestic fiction', 'Satire', 'Clergy -- Fiction', 'Barsetshire (England: Imaginary place) -- Fiction', 'Almshouses -- Fiction'}",,The Warden,Trollope,http://www.wikidata.org/entity/Q3818437,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q3818437,Q318399
2841,PG26291,,The War of the Worlds,"Wells, H. G. (Herbert George)",1866,1946,['en'],152,"{'Mars (Planet) -- Fiction', 'Space warfare -- Fiction', 'Imaginary wars and battles -- Fiction', 'Science fiction', 'Life on other planets -- Fiction', 'Martians -- Fiction', 'War stories'}",,The War of the Worlds,Wells,http://www.wikidata.org/entity/Q213019,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q213019,Q42511
2845,PG26297,,Little Women,"Alcott, Louisa May",1832,1888,['en'],356,"{'Autobiographical fiction', 'Family life -- New England -- Fiction', 'Domestic fiction', 'March family (Fictitious characters) -- Fiction', 'Young women -- Fiction', 'New England -- Fiction', 'Bildungsromans', 'Sisters -- Fiction', 'Mothers and daughters -- Fiction'}",,Little Women,Alcott,http://www.wikidata.org/entity/Q523076,http://www.wikidata.org/entity/Q185696,1832,Louisa May Alcott,Q523076,Q185696
2849,PG26298,,The Metamorphosis,"Kafka, Franz",1883,1924,['en'],312,"{'Psychological fiction', 'Metamorphosis -- Fiction'}",,The Metamorphosis,Kafka,http://www.wikidata.org/entity/Q184222,http://www.wikidata.org/entity/Q905,1883,Franz Kafka,Q184222,Q905
2850,PG26304,,The Stolen White Elephant,"Twain, Mark",1835,1910,['en'],34,"{'Short stories', 'Detective and mystery stories'}",,The Stolen White Elephant,Twain,http://www.wikidata.org/entity/Q7766574,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q7766574,Q7245
2854,PG26316,,Virginia,"Glasgow, Ellen Anderson Gholson",1873,1945,['en'],38,"{'Women -- Fiction', 'Virginia -- Fiction', 'Wives -- Fiction', 'Marriage -- Fiction'}",,Virginia,Glasgow,http://www.wikidata.org/entity/Q7934093,http://www.wikidata.org/entity/Q433325,1873,Ellen Glasgow,Q7934093,Q433325
2860,PG26327,,"Casa Braccio, Volumes 1 and 2","Crawford, F. Marion (Francis Marion)",1854,1909,['en'],17,{'Italy -- Fiction'},,Casa Braccio,Crawford,http://www.wikidata.org/entity/Q124082041,http://www.wikidata.org/entity/Q670179,1854,Francis Marion Crawford,Q124082041,Q670179
2861,PG26348,,Lisbeth Longfrock,"Aanrud, Hans",1863,1953,['en'],82,"{'Farm life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Norway -- Juvenile fiction'}",,Lisbeth Longfrock,Aanrud,http://www.wikidata.org/entity/Q6558585,http://www.wikidata.org/entity/Q366296,1863,Hans Aanrud,Q6558585,Q366296
2862,PG2637,,Youth,"Tolstoy, Leo, graf",1828,1910,['en'],138,"{'Autobiographical fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Russia -- History -- 1801-1917 -- Fiction', 'Tolstoy, Leo, graf, 1828-1910 -- Childhood and youth -- Fiction'}",,Youth,Tolstoy,http://www.wikidata.org/entity/Q7458355,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,Q7458355,Q7243
2865,PG2638,,The Idiot,"Dostoyevsky, Fyodor",1821,1881,['en'],3802,"{'Historical fiction', 'Russia -- Social conditions -- 1801-1917 -- Fiction'}",,The Idiot,Dostoyevsky,http://www.wikidata.org/entity/Q210784,http://www.wikidata.org/entity/Q991,1821,Fyodor Dostoyevsky,Q210784,Q991
2867,PG2641,,A Room with a View,"Forster, E. M. (Edward Morgan)",1879,1970,['en'],26306,"{'British -- Italy -- Fiction', 'Young women -- Fiction', 'England -- Fiction', 'Humorous stories', 'Florence (Italy) -- Fiction'}",,A Room with a View,Forster,http://www.wikidata.org/entity/Q120288,http://www.wikidata.org/entity/Q189119,1879,E. M. Forster,Q120288,Q189119
2868,PG26457,,New observations on the natural history of bees,"Huber, François",1750,1831,['en'],59,{'Bees'},,New observations on the natural history of bees,Huber,http://www.wikidata.org/entity/Q51397983,http://www.wikidata.org/entity/Q55052141,1750,Francis Huber,Q51397983,Q55052141
