,work,genre,workLabel,genreLabel,PublicationYear
0,http://www.wikidata.org/entity/Q27966096,,The Poems of Felicia Hemans,,1849
0,http://www.wikidata.org/entity/Q4193654,,The Little Nugget,,1914
0,http://www.wikidata.org/entity/Q7884156,,Uneasy Money,,1916
0,http://www.wikidata.org/entity/Q6927163,http://www.wikidata.org/entity/Q15062360,Moving the Mountain,utopian fiction,1911
0,http://www.wikidata.org/entity/Q5717253,,The Gardener,,1913
0,http://www.wikidata.org/entity/Q19169350,http://www.wikidata.org/entity/Q1072723,From the Caves and Jungles of Hindostan,travel literature,1879
0,http://www.wikidata.org/entity/Q4660565,,A Warning to the Curious,,1925
0,http://www.wikidata.org/entity/Q1215018,http://www.wikidata.org/entity/Q8261,The Mill on the Floss,novel,1860
0,http://www.wikidata.org/entity/Q1622722,,Eline Vere,,1889
0,http://www.wikidata.org/entity/Q3928516,,Tales of the Jazz Age,,1922
0,http://www.wikidata.org/entity/Q17145673,,The High Place,,1923
0,http://www.wikidata.org/entity/Q7766265,http://www.wikidata.org/entity/Q24925,The Star,science fiction,1897
0,http://www.wikidata.org/entity/Q124081219,,A Whirl Asunder,,1895
0,http://www.wikidata.org/entity/Q826727,http://www.wikidata.org/entity/Q132311,The Worm Ouroboros,fantasy,1922
1,http://www.wikidata.org/entity/Q826727,http://www.wikidata.org/entity/Q326439,The Worm Ouroboros,high fantasy,1922
2,http://www.wikidata.org/entity/Q826727,http://www.wikidata.org/entity/Q2625243,The Worm Ouroboros,heroic fantasy,1922
0,http://www.wikidata.org/entity/Q3766392,http://www.wikidata.org/entity/Q21615367,Winnie-the-Pooh,children's novel,1926
0,http://www.wikidata.org/entity/Q1249322,,Show Boat,,1926
0,http://www.wikidata.org/entity/Q501351,,The Sun Also Rises,,1926
0,http://www.wikidata.org/entity/Q5966363,,The Fourth Dimension,,1904
0,http://www.wikidata.org/entity/Q71585275,,Aspects of nature,,1808
0,http://www.wikidata.org/entity/Q71585275,,Aspects of nature,,1808
0,http://www.wikidata.org/entity/Q3987187,http://www.wikidata.org/entity/Q858330,The Gates of Morning,romance novel,1925
0,http://www.wikidata.org/entity/Q17037267,,Return to Gone-Away,,1961
0,http://www.wikidata.org/entity/Q19932982,http://www.wikidata.org/entity/Q5937792,El clavo,crime fiction,1853
0,http://www.wikidata.org/entity/Q1823410,,Lichtenstein,,1826
0,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1808
1,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1832
0,http://www.wikidata.org/entity/Q1438448,http://www.wikidata.org/entity/Q742609,The Theory of Moral Sentiments,human nature,1759
0,http://www.wikidata.org/entity/Q27462,,Les Caves du Vatican,,1914
1,http://www.wikidata.org/entity/Q27462,,Les Caves du Vatican,,1922
0,http://www.wikidata.org/entity/Q3113189,,Thoughts on the Education of Daughters,,1787
0,http://www.wikidata.org/entity/Q7740668,http://www.wikidata.org/entity/Q8261,The House of the Arrow,novel,1924
0,http://www.wikidata.org/entity/Q7256099,http://www.wikidata.org/entity/Q40831,Psmith in the City,comedy,1910
0,http://www.wikidata.org/entity/Q7752518,http://www.wikidata.org/entity/Q24925,The Mouthpiece of Zitu,science fiction,1919
0,http://www.wikidata.org/entity/Q3614013,http://www.wikidata.org/entity/Q185598,American Notes,diary,1842
0,http://www.wikidata.org/entity/Q7044569,http://www.wikidata.org/entity/Q908667,No More Parades,war novel,1925
0,http://www.wikidata.org/entity/Q21190303,http://www.wikidata.org/entity/Q35760,William Blake,essay,1910
0,http://www.wikidata.org/entity/Q4132785,http://www.wikidata.org/entity/Q24925,Bring the Jubilee,science fiction,1953
1,http://www.wikidata.org/entity/Q4132785,http://www.wikidata.org/entity/Q224989,Bring the Jubilee,alternate history,1953
0,http://www.wikidata.org/entity/Q27977005,,Mogens,,1872
0,http://www.wikidata.org/entity/Q124080921,,A Marriage in High Life,,1828
0,http://www.wikidata.org/entity/Q124080921,,A Marriage in High Life,,1828
0,http://www.wikidata.org/entity/Q114806627,,The Man Upstairs and Other Stories,,1914
0,http://www.wikidata.org/entity/Q7756660,http://www.wikidata.org/entity/Q132311,The People of the Mist,fantasy,1894
1,http://www.wikidata.org/entity/Q7756660,http://www.wikidata.org/entity/Q2477736,The People of the Mist,lost world fiction,1894
0,http://www.wikidata.org/entity/Q2054880,http://www.wikidata.org/entity/Q8261,The Battle of Life,novel,1846
0,http://www.wikidata.org/entity/Q1472368,http://www.wikidata.org/entity/Q19765983,Iracema,romantic fiction,1865
0,http://www.wikidata.org/entity/Q1517519,http://www.wikidata.org/entity/Q213051,The Book of the Courtier,nonfiction,1528
0,http://www.wikidata.org/entity/Q1219303,http://www.wikidata.org/entity/Q21802675,Bug-Jargal,adventure fiction,1826
0,http://www.wikidata.org/entity/Q1193812,http://www.wikidata.org/entity/Q132311,The Ghost-Seer,fantasy,1787
1,http://www.wikidata.org/entity/Q1193812,http://www.wikidata.org/entity/Q193606,The Ghost-Seer,horror literature,1787
0,http://www.wikidata.org/entity/Q1306869,http://www.wikidata.org/entity/Q24925,A Floating City,science fiction,1871
1,http://www.wikidata.org/entity/Q1306869,http://www.wikidata.org/entity/Q11558987,A Floating City,sea adventure novel,1871
0,http://www.wikidata.org/entity/Q466333,http://www.wikidata.org/entity/Q21010853,The Robbers,drama fiction,1782
0,http://www.wikidata.org/entity/Q825220,http://www.wikidata.org/entity/Q149537,The Cricket on the Hearth,novella,1845
0,http://www.wikidata.org/entity/Q425837,http://www.wikidata.org/entity/Q80930,Mary Stuart,tragedy,1801
0,http://www.wikidata.org/entity/Q1125010,http://www.wikidata.org/entity/Q80930,The Maid of Orleans,tragedy,1801
0,http://www.wikidata.org/entity/Q6928809,,Mr. Keegan's Elopement,,1896
0,http://www.wikidata.org/entity/Q7718738,http://www.wikidata.org/entity/Q19765983,The Blue Castle,romantic fiction,1926
0,http://www.wikidata.org/entity/Q7920584,http://www.wikidata.org/entity/Q24925,Venus Equilateral,science fiction,1947
0,http://www.wikidata.org/entity/Q6698664,http://www.wikidata.org/entity/Q132311,Lud-in-the-Mist,fantasy,1926
0,http://www.wikidata.org/entity/Q516499,http://www.wikidata.org/entity/Q8261,Tirano Banderas,novel,1926
0,http://www.wikidata.org/entity/Q51501772,,Manual of the apiary,,1880
0,http://www.wikidata.org/entity/Q4730179,,All the Sad Young Men,,1926
0,http://www.wikidata.org/entity/Q7897332,http://www.wikidata.org/entity/Q186424,Unravelled Knots,detective fiction,1925
0,http://www.wikidata.org/entity/Q51407123,,Personality of plants,,1923
0,http://www.wikidata.org/entity/Q16386908,,Mary Anerley,,1880
0,http://www.wikidata.org/entity/Q7048388,http://www.wikidata.org/entity/Q24925,Nomad,science fiction,1950
0,http://www.wikidata.org/entity/Q191509,,Zerbin,,1776
0,http://www.wikidata.org/entity/Q831504,http://www.wikidata.org/entity/Q21905924,Let's Get Together,science fiction short story,1957
0,http://www.wikidata.org/entity/Q3225234,,The Compleat Angler,,1653
0,http://www.wikidata.org/entity/Q4883504,http://www.wikidata.org/entity/Q3440984,Bellarion the Fortunate,historical romance,1926
0,http://www.wikidata.org/entity/Q51447910,,Birds and their nests,,1871
0,http://www.wikidata.org/entity/Q124090876,,Told by the Colonel,,1893
0,http://www.wikidata.org/entity/Q11978379,,Jenny,,1911
0,http://www.wikidata.org/entity/Q7148379,http://www.wikidata.org/entity/Q24925,Pattern for Conquest,science fiction,1949
0,http://www.wikidata.org/entity/Q636960,http://www.wikidata.org/entity/Q193606,He,horror literature,1925
1,http://www.wikidata.org/entity/Q636960,http://www.wikidata.org/entity/Q2448865,He,Lovecraftian horror,1925
2,http://www.wikidata.org/entity/Q636960,http://www.wikidata.org/entity/Q16575965,He,horror fiction,1925
0,http://www.wikidata.org/entity/Q51452865,,The case against evolution,,1925
0,http://www.wikidata.org/entity/Q5421321,,Exploration Team,,1956
0,http://www.wikidata.org/entity/Q3771960,http://www.wikidata.org/entity/Q8261,Glenarvon,novel,1816
0,http://www.wikidata.org/entity/Q3771960,http://www.wikidata.org/entity/Q8261,Glenarvon,novel,1816
0,http://www.wikidata.org/entity/Q3771960,http://www.wikidata.org/entity/Q8261,Glenarvon,novel,1816
0,http://www.wikidata.org/entity/Q7739105,,The Head of Kay's,,1905
0,http://www.wikidata.org/entity/Q7736961,,The Gold Bat,,1904
0,http://www.wikidata.org/entity/Q16514368,,A Personal Record,,1912
0,http://www.wikidata.org/entity/Q51452905,,Cassell's book of birds,,1875
0,http://www.wikidata.org/entity/Q7726960,,The Coming of Bill,,1920
0,http://www.wikidata.org/entity/Q5517801,http://www.wikidata.org/entity/Q24925,Galactic Patrol,science fiction,1937
0,http://www.wikidata.org/entity/Q7764969,,The Snake's Pass,,1890
0,http://www.wikidata.org/entity/Q114959521,,Giant brains,,1949
0,http://www.wikidata.org/entity/Q1094891,http://www.wikidata.org/entity/Q8261,Rudin,novel,1856
0,http://www.wikidata.org/entity/Q1094891,http://www.wikidata.org/entity/Q8261,Rudin,novel,1856
0,http://www.wikidata.org/entity/Q6745842,,Mammonart,,1925
0,http://www.wikidata.org/entity/Q1107000,http://www.wikidata.org/entity/Q128758,Babbitt,satire,1922
0,http://www.wikidata.org/entity/Q97040795,http://www.wikidata.org/entity/Q8253,The Isle of Retribution,fiction,1923
1,http://www.wikidata.org/entity/Q97040795,http://www.wikidata.org/entity/Q3440959,The Isle of Retribution,thriller novel,1923
2,http://www.wikidata.org/entity/Q97040795,http://www.wikidata.org/entity/Q27217074,The Isle of Retribution,mystery novel,1923
0,http://www.wikidata.org/entity/Q51433813,,Westafrikanische Kautschuk-Expedition,,1900
0,http://www.wikidata.org/entity/Q7749404,http://www.wikidata.org/entity/Q40831,The Magic Christian,comedy,1959
0,http://www.wikidata.org/entity/Q116431926,,In sloot en plas,,1895
0,http://www.wikidata.org/entity/Q3285425,http://www.wikidata.org/entity/Q55996,O Cortiço,naturalism,1890
0,http://www.wikidata.org/entity/Q7721784,http://www.wikidata.org/entity/Q132311,The Cave Girl,fantasy,1925
0,http://www.wikidata.org/entity/Q51426227,,Queer little people,,1867
0,http://www.wikidata.org/entity/Q7774492,,The White Feather,,1907
0,http://www.wikidata.org/entity/Q51431344,,Footing it in Franconia,,1901
0,http://www.wikidata.org/entity/Q51424064,,Mendel's principles of heredity,,1913
0,http://www.wikidata.org/entity/Q3234969,http://www.wikidata.org/entity/Q192239,Old Mortality,historical novel,1816
0,http://www.wikidata.org/entity/Q3234969,http://www.wikidata.org/entity/Q192239,Old Mortality,historical novel,1816
0,http://www.wikidata.org/entity/Q3234969,http://www.wikidata.org/entity/Q192239,Old Mortality,historical novel,1816
0,http://www.wikidata.org/entity/Q110799233,,Twice round the clock,,1858
0,http://www.wikidata.org/entity/Q51516629,,Paradisi in sole paradisus terrestris,,1904
0,http://www.wikidata.org/entity/Q267634,http://www.wikidata.org/entity/Q3026054,Crito,Socratic dialogue,-400
0,http://www.wikidata.org/entity/Q7758254,http://www.wikidata.org/entity/Q40831,The Prince and Betty,comedy,1912
0,http://www.wikidata.org/entity/Q645024,http://www.wikidata.org/entity/Q1347298,Mathias Sandorf,serialized fiction,1885
1,http://www.wikidata.org/entity/Q645024,http://www.wikidata.org/entity/Q6960620,Mathias Sandorf,travel novel,1885
2,http://www.wikidata.org/entity/Q645024,http://www.wikidata.org/entity/Q21802675,Mathias Sandorf,adventure fiction,1885
0,http://www.wikidata.org/entity/Q3223001,http://www.wikidata.org/entity/Q12132683,Gray Lensman,science fiction novel,1939
1,http://www.wikidata.org/entity/Q3223001,http://www.wikidata.org/entity/Q12132683,Gray Lensman,science fiction novel,1951
0,http://www.wikidata.org/entity/Q548576,http://www.wikidata.org/entity/Q192782,The Castle of Otranto,Gothic novel,1764
1,http://www.wikidata.org/entity/Q548576,http://www.wikidata.org/entity/Q192782,The Castle of Otranto,Gothic novel,1765
0,http://www.wikidata.org/entity/Q7747260,http://www.wikidata.org/entity/Q699,The Light Princess,fairy tale,1864
0,http://www.wikidata.org/entity/Q42193227,,Muzsika,,1908
0,http://www.wikidata.org/entity/Q7757889,http://www.wikidata.org/entity/Q40831,The Pothunters,comedy,1902
0,http://www.wikidata.org/entity/Q4659002,http://www.wikidata.org/entity/Q2561390,A Prefect's Uncle,comic novel,1903
0,http://www.wikidata.org/entity/Q51380333,,Le monde de la mer,,1866
0,http://www.wikidata.org/entity/Q2032353,http://www.wikidata.org/entity/Q131539,A Child's History of England,children's literature,1851
0,http://www.wikidata.org/entity/Q51519788,,The plurality of the human race,,1864
0,http://www.wikidata.org/entity/Q51388043,,Palm trees of the Amazon and their uses,,1853
0,http://www.wikidata.org/entity/Q2700616,http://www.wikidata.org/entity/Q1508663,The Old Curiosity Shop,social criticism,1840
0,http://www.wikidata.org/entity/Q27062120,http://www.wikidata.org/entity/Q20540385,A West Pointer with the Boers,non-fiction work,1903
0,http://www.wikidata.org/entity/Q734675,http://www.wikidata.org/entity/Q186424,The Big Four,detective fiction,1927
0,http://www.wikidata.org/entity/Q919067,http://www.wikidata.org/entity/Q4376526,Max Havelaar,double novel,1860
1,http://www.wikidata.org/entity/Q919067,http://www.wikidata.org/entity/Q20358335,Max Havelaar,political novel,1860
0,http://www.wikidata.org/entity/Q3791139,http://www.wikidata.org/entity/Q24925,Pirates of Venus,science fiction,1934
1,http://www.wikidata.org/entity/Q3791139,http://www.wikidata.org/entity/Q132311,Pirates of Venus,fantasy,1934
2,http://www.wikidata.org/entity/Q3791139,http://www.wikidata.org/entity/Q1080374,Pirates of Venus,science fantasy,1934
0,http://www.wikidata.org/entity/Q3514971,http://www.wikidata.org/entity/Q24925,Tanar of Pellucidar,science fiction,1930
1,http://www.wikidata.org/entity/Q3514971,http://www.wikidata.org/entity/Q132311,Tanar of Pellucidar,fantasy,1930
2,http://www.wikidata.org/entity/Q3514971,http://www.wikidata.org/entity/Q21802675,Tanar of Pellucidar,adventure fiction,1930
0,http://www.wikidata.org/entity/Q14476439,http://www.wikidata.org/entity/Q132311,The King of the Golden River,fantasy,1842
1,http://www.wikidata.org/entity/Q14476439,http://www.wikidata.org/entity/Q149537,The King of the Golden River,novella,1842
0,http://www.wikidata.org/entity/Q6807790,,Meet Mr Mulliner,,1927
0,http://www.wikidata.org/entity/Q7723373,,The Clicking of Cuthbert,,1922
0,http://www.wikidata.org/entity/Q2743585,http://www.wikidata.org/entity/Q3440984,The Sheik,historical romance,1919
0,http://www.wikidata.org/entity/Q248813,,Primitive culture,,1871
0,http://www.wikidata.org/entity/Q248813,,Primitive culture,,1871
0,http://www.wikidata.org/entity/Q6757004,,Marching Men,,1917
0,http://www.wikidata.org/entity/Q5304141,http://www.wikidata.org/entity/Q132311,Dr. Heidenhoff's Process,fantasy,1880
0,http://www.wikidata.org/entity/Q51449550,,Botanical features of the Algerian Sahara,,1913
0,http://www.wikidata.org/entity/Q16386886,,Mankind in the Making,,1903
0,http://www.wikidata.org/entity/Q111968446,,At Agincourt,,1896
0,http://www.wikidata.org/entity/Q111902715,,A March on London,,1897
0,http://www.wikidata.org/entity/Q7713285,http://www.wikidata.org/entity/Q5937792,The Amateur Cracksman,crime fiction,1899
0,http://www.wikidata.org/entity/Q51496841,,Journal of a tour in Marocco and the Great Atlas,,1878
0,http://www.wikidata.org/entity/Q3231653,http://www.wikidata.org/entity/Q192239,The Companions of Jehu,historical novel,1857
0,http://www.wikidata.org/entity/Q6684488,http://www.wikidata.org/entity/Q24925,Lost on Venus,science fiction,1935
1,http://www.wikidata.org/entity/Q6684488,http://www.wikidata.org/entity/Q132311,Lost on Venus,fantasy,1935
0,http://www.wikidata.org/entity/Q14946219,,Lives of the Necromancers,,1876
0,http://www.wikidata.org/entity/Q5434095,http://www.wikidata.org/entity/Q8261,Fanshawe,novel,1828
0,http://www.wikidata.org/entity/Q466505,http://www.wikidata.org/entity/Q132311,The Princess and the Goblin,fantasy,1872
1,http://www.wikidata.org/entity/Q466505,http://www.wikidata.org/entity/Q56451354,The Princess and the Goblin,children's fiction,1872
0,http://www.wikidata.org/entity/Q51392675,,Catalogue of the dipterous insects collected at Singapore and Malacca,,1856
0,http://www.wikidata.org/entity/Q19440746,http://www.wikidata.org/entity/Q482,En las orillas del Sar,poetry,1884
0,http://www.wikidata.org/entity/Q2603469,http://www.wikidata.org/entity/Q132311,The Princess and Curdie,fantasy,1883
1,http://www.wikidata.org/entity/Q2603469,http://www.wikidata.org/entity/Q56451354,The Princess and Curdie,children's fiction,1883
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1884
1,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q44563,Adventures of Huckleberry Finn,picaresque novel,1885
2,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1884
3,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q128758,Adventures of Huckleberry Finn,satire,1885
4,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1884
5,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q21802675,Adventures of Huckleberry Finn,adventure fiction,1885
6,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1884
7,http://www.wikidata.org/entity/Q215410,http://www.wikidata.org/entity/Q60548032,Adventures of Huckleberry Finn,humor,1885
0,http://www.wikidata.org/entity/Q51430911,,Text book of veterinary medicine,,1903
0,http://www.wikidata.org/entity/Q23307575,,Lewis and Irene,,1924
0,http://www.wikidata.org/entity/Q4271841,,Love of Life,,1907
0,http://www.wikidata.org/entity/Q51440992,,Animal portraiture,,1912
0,http://www.wikidata.org/entity/Q16257387,,Erema,,1877
0,http://www.wikidata.org/entity/Q249242,http://www.wikidata.org/entity/Q223945,Une Vie,Bildungsroman,1884
0,http://www.wikidata.org/entity/Q4920478,,Black Canaan,,1936
0,http://www.wikidata.org/entity/Q1814215,http://www.wikidata.org/entity/Q35760,Vestiges of the Natural History of Creation,essay,1844
0,http://www.wikidata.org/entity/Q2943614,http://www.wikidata.org/entity/Q8261,What Maisie Knew,novel,1897
0,http://www.wikidata.org/entity/Q4062545,http://www.wikidata.org/entity/Q319226,Allan Quatermain,adventure novel,1887
0,http://www.wikidata.org/entity/Q105269480,,Sous le soleil de Satan,,1926
0,http://www.wikidata.org/entity/Q7758806,http://www.wikidata.org/entity/Q21802675,The Purple Land,adventure fiction,1885
0,http://www.wikidata.org/entity/Q370285,http://www.wikidata.org/entity/Q132311,Tarzan and the Lion Man,fantasy,1934
0,http://www.wikidata.org/entity/Q51423922,,Nature's carol singers,,1906
0,http://www.wikidata.org/entity/Q51485774,,Guide to the study of animal ecology,,1913
0,http://www.wikidata.org/entity/Q3233990,http://www.wikidata.org/entity/Q8261,Cecilia,novel,1782
1,http://www.wikidata.org/entity/Q3233990,http://www.wikidata.org/entity/Q8261,Cecilia,novel,1782
0,http://www.wikidata.org/entity/Q3233990,http://www.wikidata.org/entity/Q8261,Cecilia,novel,1782
1,http://www.wikidata.org/entity/Q3233990,http://www.wikidata.org/entity/Q8261,Cecilia,novel,1782
0,http://www.wikidata.org/entity/Q124082863,,Elder Conklin and Other Stories,,1895
0,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1196408,The Prince and the Pauper,historical fiction,1881
1,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1589214,The Prince and the Pauper,cloak and dagger novel,1881
2,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q21615367,The Prince and the Pauper,children's novel,1881
0,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1196408,The Prince and the Pauper,historical fiction,1881
1,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1589214,The Prince and the Pauper,cloak and dagger novel,1881
2,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q21615367,The Prince and the Pauper,children's novel,1881
0,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1196408,The Prince and the Pauper,historical fiction,1881
1,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1589214,The Prince and the Pauper,cloak and dagger novel,1881
2,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q21615367,The Prince and the Pauper,children's novel,1881
0,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1196408,The Prince and the Pauper,historical fiction,1881
1,http://www.wikidata.org/entity/Q869725,http://www.wikidata.org/entity/Q1589214,The Prince and the Pauper,cloak and dagger novel,1881
